geneSymbol	Input.Type	MGI.Gene.Marker.ID	Symbol	Name	Feature.Type	Chr	Strand	Start	End	Ensembl.ID	Entrez.Gene.ID	OMIM_ID	Human_Disease
1700011M02Rik	current symbol	MGI:1922693	1700011M02Rik	RIKEN cDNA 1700011M02 gene	protein coding gene	X	sense	102908905	102909651	ENSMUSG00000079476	75443	NA	NA
1700012A03Rik	current symbol	MGI:1923632	1700012A03Rik	RIKEN cDNA 1700012A03 gene	unclassified non-coding RNA gene	6	sense	32050246	32058921	ENSMUSG00000029766	76382	NA	NA
1700012B07Rik	current symbol	MGI:1916574	1700012B07Rik	RIKEN cDNA 1700012B07 gene	protein coding gene	11	antisense	109791557	109828022	ENSMUSG00000020617	69324	NA	NA
1700012B09Rik	current symbol	MGI:1916575	1700012B09Rik	RIKEN cDNA 1700012B09 gene	protein coding gene	9	antisense	14756587	14771030	ENSMUSG00000031927	69325	NA	NA
1700012D01Rik	current symbol	MGI:1919493	1700012D01Rik	RIKEN cDNA 1700012D01 gene	lncRNA gene	10	sense	127667123	127668851		72243	NA	NA
1700012D14Rik	current symbol	MGI:1922729	1700012D14Rik	RIKEN cDNA 1700012D14 gene	lncRNA gene	7	antisense	111083064	111122684	ENSMUSG00000110424	75479	NA	NA
1700012D16Rik	current symbol	MGI:1922739	1700012D16Rik	RIKEN cDNA 1700012D16 gene	intronic lncRNA gene	3		153296503	153298648	ENSMUSG00000105023	75489	NA	NA
1700012I11Rik	current symbol	MGI:1916584	1700012I11Rik	RIKEN cDNA 1700012I11 gene	lincRNA gene	15	sense	67226769	67377094	ENSMUSG00000102069	69334	NA	NA
1700012P22Rik	current symbol	MGI:1916614	1700012P22Rik	RIKEN cDNA 1700012P22 gene	protein coding gene	4	antisense	144418189	144438772	ENSMUSG00000028589	69364	NA	NA
1700013D24Rik	current symbol	MGI:1924171	1700013D24Rik	RIKEN cDNA 1700013D24 gene	lincRNA gene	6	antisense	124347598	124357069	ENSMUSG00000079346	76921	NA	NA
1700013F07Rik	current symbol	MGI:1922754	1700013F07Rik	RIKEN cDNA 1700013F07 gene	protein coding gene	3	sense	108534150	108544723	ENSMUSG00000027886	75504	NA	NA
1700013G24Rik	current symbol	MGI:1916630	1700013G24Rik	RIKEN cDNA 1700013G24 gene	protein coding gene	4	sense	137453284	137455461	ENSMUSG00000041399	69380	NA	NA
1700013H16Rik	current symbol	MGI:1922764	1700013H16Rik	RIKEN cDNA 1700013H16 gene	protein coding gene	X	antisense	53742901	53757831	ENSMUSG00000054727	75514	NA	NA
1700015E13Rik	current symbol	MGI:1924175	1700015E13Rik	RIKEN cDNA 1700015E13 gene	protein coding gene	1	sense	170308803	170312125	ENSMUSG00000042800	76925	NA	NA
1700015F17Rik	current symbol	MGI:2686532	1700015F17Rik	RIKEN cDNA 1700015F17 gene	protein coding gene	5	antisense	5437827	5479143	ENSMUSG00000079666	381716	NA	NA
1700015G11Rik	current symbol	MGI:1922779	1700015G11Rik	RIKEN cDNA 1700015G11 gene	protein coding gene	7	antisense	52011683	52015728	ENSMUSG00000094445	100503036	NA	NA
1700016C15Rik	current symbol	MGI:1916678	1700016C15Rik	RIKEN cDNA 1700016C15 gene	protein coding gene	1	sense	177729814	177753324	ENSMUSG00000015962	69428	NA	NA
1700016D06Rik	current symbol	MGI:1923663	1700016D06Rik	RIKEN cDNA 1700016D06 gene	protein coding gene	8	antisense	11654924	11701063	ENSMUSG00000031509	76413	NA	NA
1700016G22Rik	current symbol	MGI:1919117	1700016G22Rik	RIKEN cDNA 1700016G22 gene	lincRNA gene	13	antisense	5855508	5858092	ENSMUSG00000100625	71867	NA	NA
1700016H13Rik	current symbol	MGI:1921468	1700016H13Rik	RIKEN cDNA 1700016H13 gene	protein coding gene	5	antisense	103648039	103656010	ENSMUSG00000029320	74218	NA	NA
1700016K19Rik	current symbol	MGI:1921480	1700016K19Rik	RIKEN cDNA 1700016K19 gene	protein coding gene	11	sense	75999912	76003569	ENSMUSG00000053783	74230	NA	NA
1700016L21Rik	current symbol	MGI:1919458	1700016L21Rik	RIKEN cDNA 1700016L21 gene	lincRNA gene	1	sense	80445932	80479867	ENSMUSG00000101483	72208	NA	NA
1700016P04Rik	current symbol	MGI:1916663	1700016P04Rik	RIKEN cDNA 1700016P04 gene	lincRNA gene	6	sense	13413337	13415996	ENSMUSG00000101894	69413	NA	NA
1700017B05Rik	current symbol	MGI:1921461	1700017B05Rik	RIKEN cDNA 1700017B05 gene	protein coding gene	9	antisense	57252322	57262599	ENSMUSG00000032300	74211	NA	NA
1700017D01Rik	current symbol	MGI:1916619	1700017D01Rik	RIKEN cDNA 1700017D01 gene	protein coding gene	19	antisense	11096816	11130876	ENSMUSG00000024729	69369	NA	NA
1700017G19Rik	current symbol	MGI:1919477	1700017G19Rik	RIKEN cDNA 1700017G19 gene	lincRNA gene	3	antisense	40504867	40522912	ENSMUSG00000037884	100040882	NA	NA
1700017J07Rik	current symbol	MGI:1922758	1700017J07Rik	RIKEN cDNA 1700017J07 gene	lincRNA gene	2	sense	168978268	168978906	ENSMUSG00000086348	75508	NA	NA
1700017N19Rik	current symbol	MGI:1913855	1700017N19Rik	RIKEN cDNA 1700017N19 gene	protein coding gene	10	sense	100590511	100618401	ENSMUSG00000056912	66605	NA	NA
1700018A04Rik	current symbol	MGI:1916631	1700018A04Rik	RIKEN cDNA 1700018A04 gene	lincRNA gene	13	antisense	31565492	31582513	ENSMUSG00000038408	71307	NA	NA
1700018B08Rik	current symbol	MGI:1923655	1700018B08Rik	RIKEN cDNA 1700018B08 gene	protein coding gene	8	antisense	121530780	121544320	ENSMUSG00000031809	76405	NA	NA
1700018B24Rik	current symbol	MGI:1913582	1700018B24Rik	RIKEN cDNA 1700018B24 gene	lincRNA gene	3	antisense	48605732	48609102	ENSMUSG00000037910	66332	NA	NA
1700018C11Rik	current symbol	MGI:1922774	1700018C11Rik	RIKEN cDNA 1700018C11 gene	protein coding gene	4	antisense	63607089	63622428	ENSMUSG00000058935	75524	NA	NA
1700018F24Rik	current symbol	MGI:1916646	1700018F24Rik	RIKEN cDNA 1700018F24 gene	protein coding gene	5	sense	145042990	145045681	ENSMUSG00000029620	69396	NA	NA
1700018G05Rik	current symbol	MGI:1916638	1700018G05Rik	RIKEN cDNA 1700018G05 gene	lncRNA gene	X	sense	102928372	102929094	ENSMUSG00000109745	69388	NA	NA
1700018L02Rik	current symbol	MGI:1914579	1700018L02Rik	RIKEN cDNA 1700018L02 gene	antisense lncRNA gene	19	sense	29046245	29048729	ENSMUSG00000100075	67329	NA	NA
1700019A02Rik	current symbol	MGI:1916647	1700019A02Rik	RIKEN cDNA 1700019A02 gene	protein coding gene	1	antisense	53158577	53187636	ENSMUSG00000060715	69397	NA	NA
1700019B03Rik	current symbol	MGI:1923656	1700019B03Rik	RIKEN cDNA 1700019B03 gene	protein coding gene	8	sense	3470862	3487181	ENSMUSG00000040340	76406	NA	NA
1700019C18Rik	current symbol	MGI:1922793	1700019C18Rik	RIKEN cDNA 1700019C18 gene	lncRNA gene	13		35210659	35212049		75543	NA	NA
1700019D03Rik	current symbol	MGI:1914330	1700019D03Rik	RIKEN cDNA 1700019D03 gene	protein coding gene	1	antisense	52922324	53020179	ENSMUSG00000043629	67080	NA	NA
1700019E08Rik	current symbol	MGI:1916655	1700019E08Rik	RIKEN cDNA 1700019E08 gene	lincRNA gene	2	sense	45696605	45698447	ENSMUSG00000086202	69405	NA	NA
1700019G17Rik	old symbol	MGI:1922791	Nat8f4	N-acetyltransferase 8 (GCN5-related) family member 4	protein coding gene	6	antisense	85899051	85904884	ENSMUSG00000068299	75541	NA	NA
1700019G24Rik	current symbol	MGI:1919499	1700019G24Rik	RIKEN cDNA 1700019G24 gene	antisense lncRNA gene	6	antisense	5963909	5977393	ENSMUSG00000085416	72249	NA	NA
1700019L03Rik	old symbol	MGI:2447809	Cfap157	cilia and flagella associated protein 157	protein coding gene	2	antisense	32777381	32784428	ENSMUSG00000038987	227736	NA	NA
1700019M22Rik	current symbol	MGI:1916673	1700019M22Rik	RIKEN cDNA 1700019M22 gene	pseudogene	12	antisense	96046767	96047120	ENSMUSG00000059695	69423	NA	NA
1700019N19Rik	current symbol	MGI:1914757	1700019N19Rik	RIKEN cDNA 1700019N19 gene	protein coding gene	19	antisense	58785803	58794461	ENSMUSG00000026931	67507	NA	NA
1700019O17Rik	current symbol	MGI:1919113	1700019O17Rik	RIKEN cDNA 1700019O17 gene	protein coding gene	1	sense	86426329	86428052	ENSMUSG00000036574	71863	NA	NA
1700020A23Rik	current symbol	MGI:1922906	1700020A23Rik	RIKEN cDNA 1700020A23 gene	protein coding gene	2	sense	130405259	130406074	ENSMUSG00000027409	75656	NA	NA
1700020D05Rik	current symbol	MGI:1922805	1700020D05Rik	RIKEN cDNA 1700020D05 gene	protein coding gene	19	antisense	5502767	5503787	ENSMUSG00000100937	75555	NA	NA
1700020G17Rik	current symbol	MGI:1922880	1700020G17Rik	RIKEN cDNA 1700020G17 gene	antisense lncRNA gene	10	antisense	110784585	110896550	ENSMUSG00000101801	75630	NA	NA
1700020I14Rik	current symbol	MGI:1913852	1700020I14Rik	RIKEN cDNA 1700020I14 gene	lincRNA gene	2	sense	119594297	119607502	ENSMUSG00000085438	66602	NA	NA
1700020L24Rik	current symbol	MGI:1913580	1700020L24Rik	RIKEN cDNA 1700020L24 gene	protein coding gene	11	sense	83437677	83441233	ENSMUSG00000035085	66330	NA	NA
1700020N01Rik	current symbol	MGI:1914942	1700020N01Rik	RIKEN cDNA 1700020N01 gene	protein coding gene	10	sense	21593145	21622376	ENSMUSG00000050844	67692	NA	NA
1700020N15Rik	current symbol	MGI:1922759	1700020N15Rik	RIKEN cDNA 1700020N15 gene	protein coding gene	X	sense	69945300	69945978	ENSMUSG00000059690	75509	NA	NA
1700020N18Rik	current symbol	MGI:1914336	1700020N18Rik	RIKEN cDNA 1700020N18 gene	lincRNA gene	1	antisense	91404879	91406029	ENSMUSG00000100253	67086	NA	NA
1700021F05Rik	current symbol	MGI:1915101	1700021F05Rik	RIKEN cDNA 1700021F05 gene	protein coding gene	10	antisense	43525133	43540994	ENSMUSG00000019797	67851	NA	NA
1700021F07Rik	current symbol	MGI:1919471	1700021F07Rik	RIKEN cDNA 1700021F07 gene	protein coding gene	2	sense	173522586	173528501	ENSMUSG00000027518	72221	NA	NA
1700021K19Rik	old symbol	MGI:1915160	Rubcn	RUN domain and cysteine-rich domain containing, Beclin 1-interacting protein	protein coding gene	16	antisense	32821707	32877766	ENSMUSG00000035629	100502698	NA	NA
1700021N21Rik	current symbol	MGI:1916659	1700021N21Rik	RIKEN cDNA 1700021N21 gene	antisense lncRNA gene	4	antisense	134448766	134450171	ENSMUSG00000087343	69409	NA	NA
1700022A21Rik	current symbol	MGI:1919502	1700022A21Rik	RIKEN cDNA 1700022A21 gene	pseudogene	5	sense	24645453	24648860	ENSMUSG00000038165	72252	NA	NA
1700022A22Rik	current symbol	MGI:1922807	1700022A22Rik	RIKEN cDNA 1700022A22 gene	lincRNA gene	15	sense	46324559	46373907	ENSMUSG00000099751	71120	NA	NA
1700022E09Rik	current symbol	MGI:1922886	1700022E09Rik	RIKEN cDNA 1700022E09 gene	lincRNA gene	16	antisense	59462909	59469238	ENSMUSG00000099983	75636	NA	NA
1700022H01Rik	current symbol	MGI:1922789	1700022H01Rik	RIKEN cDNA 1700022H01 gene	lncRNA gene	10		61674788	61680254		75539	NA	NA
1700022H16Rik	current symbol	MGI:1916670	1700022H16Rik	RIKEN cDNA 1700022H16 gene	lincRNA gene	12	antisense	9565236	9570585	ENSMUSG00000099360	69420	NA	NA
1700022I11Rik	current symbol	MGI:1914567	1700022I11Rik	RIKEN cDNA 1700022I11 gene	protein coding gene	4	sense	42969604	42983640	ENSMUSG00000028451	67317	NA	NA
1700023A20Rik	current symbol	MGI:1916624	1700023A20Rik	RIKEN cDNA 1700023A20 gene	unclassified gene	9		31385003	31386107		69374	NA	NA
1700023C21Rik	current symbol	MGI:1920507	1700023C21Rik	RIKEN cDNA 1700023C21 gene	lincRNA gene	11	sense	109845878	109848476	ENSMUSG00000087393	73257	NA	NA
1700023E05Rik	old symbol	MGI:1919118	Thegl	theg spermatid protein like	protein coding gene	5	sense	77016023	77061529	ENSMUSG00000029248	71868	NA	NA
1700023F02Rik	current symbol	MGI:1916683	1700023F02Rik	RIKEN cDNA 1700023F02 gene	lincRNA gene	10	antisense	66120605	66254223	ENSMUSG00000100000	69433	NA	NA
1700023F06Rik	current symbol	MGI:1916691	1700023F06Rik	RIKEN cDNA 1700023F06 gene	protein coding gene	11	antisense	103198944	103208548	ENSMUSG00000020940	69441	NA	NA
1700023L04Rik	old symbol	MGI:1923669	Smkr-ps	smal lysine rich protein 1, pseudogene	pseudogene	6	sense	29985329	29993776	ENSMUSG00000045709	76419	NA	NA
1700024B18Rik	current symbol	MGI:1916643	1700024B18Rik	RIKEN cDNA 1700024B18 gene	lincRNA gene	14	sense	123987635	124015684	ENSMUSG00000099994	69393	NA	NA
1700024F13Rik	old symbol	MGI:1924187	2810429I04Rik	RIKEN cDNA 2810429I04 gene	lincRNA gene	13	sense	3478230	3501393	ENSMUSG00000097709	76937	NA	NA
1700024G13Rik	current symbol	MGI:1914335	1700024G13Rik	RIKEN cDNA 1700024G13 gene	protein coding gene	14	antisense	32376502	32388373	ENSMUSG00000072473	67085	NA	NA
1700024I08Rik	current symbol	MGI:1922772	1700024I08Rik	RIKEN cDNA 1700024I08 gene	lncRNA gene	13		63675760	63734297		75522	NA	NA
1700024N05Rik	current symbol	MGI:1922770	1700024N05Rik	RIKEN cDNA 1700024N05 gene	lncRNA gene	6		43162453	43172315		75520	NA	NA
1700024P04Rik	current symbol	MGI:1916632	1700024P04Rik	RIKEN cDNA 1700024P04 gene	protein coding gene	13	antisense	98984085	98984565	ENSMUSG00000045022	69382	NA	NA
1700024P16Rik	current symbol	MGI:2685466	1700024P16Rik	RIKEN cDNA 1700024P16 gene	protein coding gene	4	sense	104913524	105016863	ENSMUSG00000078612	242594	NA	NA
1700025B11Rik	current symbol	MGI:1923659	1700025B11Rik	RIKEN cDNA 1700025B11 gene	protein coding gene	15	antisense	77558239	77561892	ENSMUSG00000101113	76409	NA	NA
1700025C18Rik	current symbol	MGI:1919461	1700025C18Rik	RIKEN cDNA 1700025C18 gene	protein coding gene	2	antisense	165078693	165090750	ENSMUSG00000078935	72211	NA	NA
1700025F22Rik	current symbol	MGI:1916666	1700025F22Rik	RIKEN cDNA 1700025F22 gene	protein coding gene	19	antisense	11139664	11165320	ENSMUSG00000024728	69416	NA	NA
1700025F24Rik	current symbol	MGI:1914331	1700025F24Rik	RIKEN cDNA 1700025F24 gene	lincRNA gene	10	sense	119413444	119426864	ENSMUSG00000100558	67081	NA	NA
1700025G04Rik	current symbol	MGI:1916649	1700025G04Rik	RIKEN cDNA 1700025G04 gene	protein coding gene	1	antisense	151852403	152090125	ENSMUSG00000032666	69399	NA	NA
1700025K24Rik	current symbol	MGI:1916668	1700025K24Rik	RIKEN cDNA 1700025K24 gene	lincRNA gene	17	antisense	54352583	54370074	ENSMUSG00000099747	69418	NA	NA
1700025M24Rik	current symbol	MGI:1919526	1700025M24Rik	RIKEN cDNA 1700025M24 gene	lincRNA gene	5	antisense	73268581	73284187	ENSMUSG00000100175	72276	NA	NA
1700026D08Rik	old symbol	MGI:1922806	Cfap161	cilia and flagella associated protein 161	protein coding gene	7	antisense	83774101	83794880	ENSMUSG00000011154	75556	NA	NA
1700026D11Rik	current symbol	MGI:1917621	1700026D11Rik	RIKEN cDNA 1700026D11 gene	antisense lncRNA gene	2	sense	132490634	132524057	ENSMUSG00000086379	70371	NA	NA
1700026F02Rik	current symbol	MGI:1916669	1700026F02Rik	RIKEN cDNA 1700026F02 gene	lincRNA gene	8	antisense	71006727	71026755	ENSMUSG00000101854	69419	NA	NA
1700026L06Rik	old symbol	MGI:1917237	Spaca9	sperm acrosome associated 9	protein coding gene	2	antisense	28692080	28699727	ENSMUSG00000026809	69987	NA	NA
1700027I24Rik	current symbol	MGI:1922817	1700027I24Rik	RIKEN cDNA 1700027I24 gene	lincRNA gene	9	antisense	36668856	36693189	ENSMUSG00000098304	75567	NA	NA
1700027J07Rik	current symbol	MGI:1916693	1700027J07Rik	RIKEN cDNA 1700027J07 gene	lncRNA gene	10	sense	43746158	43765836		69443	NA	NA
1700028D13Rik	current symbol	MGI:1922819	1700028D13Rik	RIKEN cDNA 1700028D13 gene	lincRNA gene	5	sense	112206763	112210004	ENSMUSG00000101683	75569	NA	NA
1700028E10Rik	current symbol	MGI:1916713	1700028E10Rik	RIKEN cDNA 1700028E10 gene	unclassified non-coding RNA gene	5	sense	151368675	151432118	ENSMUSG00000097321	625175	NA	NA
1700028I16Rik	current symbol	MGI:1917253	1700028I16Rik	RIKEN cDNA 1700028I16 gene	lincRNA gene	10	sense	82812123	82824242	ENSMUSG00000056821	70003	NA	NA
1700028J19Rik	current symbol	MGI:1917254	1700028J19Rik	RIKEN cDNA 1700028J19 gene	unclassified gene	7	antisense	44229930	44236122	ENSMUSG00000038782	70004	NA	NA
1700028K03Rik	current symbol	MGI:1923671	1700028K03Rik	RIKEN cDNA 1700028K03 gene	protein coding gene	5	sense	107534709	107551542	ENSMUSG00000089798	76421	NA	NA
1700028M03Rik	current symbol	MGI:1916710	1700028M03Rik	RIKEN cDNA 1700028M03 gene	lincRNA gene	3	antisense	83555363	83574122	ENSMUSG00000101334	69460	NA	NA
1700028P14Rik	current symbol	MGI:1914733	1700028P14Rik	RIKEN cDNA 1700028P14 gene	protein coding gene	19	antisense	23558760	23652812	ENSMUSG00000033053	67483	NA	NA
1700028P15Rik	current symbol	MGI:1922905	1700028P15Rik	RIKEN cDNA 1700028P15 gene	unclassified non-coding RNA gene	2	antisense	171956879	171962824	ENSMUSG00000086823	75655	NA	NA
1700029B22Rik	current symbol	MGI:1916745	1700029B22Rik	RIKEN cDNA 1700029B22 gene	antisense lncRNA gene	7	sense	131146439	131150580	ENSMUSG00000100759	69495	NA	NA
1700029F12Rik	current symbol	MGI:1913729	1700029F12Rik	RIKEN cDNA 1700029F12 gene	protein coding gene	13	antisense	97021864	97034362	ENSMUSG00000052075	66479	NA	NA
1700029H14Rik	current symbol	MGI:1913751	1700029H14Rik	RIKEN cDNA 1700029H14 gene	protein coding gene	8	antisense	13550733	13562461	ENSMUSG00000031452	66501	NA	NA
1700029I15Rik	current symbol	MGI:1916742	1700029I15Rik	RIKEN cDNA 1700029I15 gene	protein coding gene	2	sense	92382538	92385708	ENSMUSG00000044916	75641	NA	NA
1700029J03Rik	current symbol	MGI:1919514	1700029J03Rik	RIKEN cDNA 1700029J03 gene	lincRNA gene	16	antisense	93391677	93458872	ENSMUSG00000099968	72264	NA	NA
1700029J07Rik	current symbol	MGI:1916729	1700029J07Rik	RIKEN cDNA 1700029J07 gene	protein coding gene	8	antisense	45953606	45975252	ENSMUSG00000071103	69479	NA	NA
1700029M20Rik	current symbol	MGI:1913597	1700029M20Rik	RIKEN cDNA 1700029M20 gene	lincRNA gene	4	sense	135626655	135630198	ENSMUSG00000086788	73937	NA	NA
1700029N11Rik	current symbol	MGI:1916741	1700029N11Rik	RIKEN cDNA 1700029N11 gene	lincRNA gene	13	sense	44439712	44457569	ENSMUSG00000098144	69491	NA	NA
1700029P11Rik	current symbol	MGI:1913596	1700029P11Rik	RIKEN cDNA 1700029P11 gene	protein coding gene	15	sense	81980540	81981563	ENSMUSG00000061633	66346	NA	NA
1700030A11Rik	current symbol	MGI:1921429	1700030A11Rik	RIKEN cDNA 1700030A11 gene	antisense lncRNA gene	17	sense	28905265	28906771	ENSMUSG00000085333	74179	NA	NA
1700030F04Rik	current symbol	MGI:1919513	1700030F04Rik	RIKEN cDNA 1700030F04 gene	lincRNA gene	6	antisense	117646693	117751769	ENSMUSG00000099869	72263	NA	NA
1700030F18Rik	old symbol	MGI:2685766	Fam186a	family with sequence similarity 186, member A	protein coding gene	15	antisense	99918348	99967075	ENSMUSG00000045350	72277	NA	NA
1700030J22Rik	current symbol	MGI:1916778	1700030J22Rik	RIKEN cDNA 1700030J22 gene	protein coding gene	8	antisense	116969599	116978943	ENSMUSG00000031847	69528	NA	NA
1700030K09Rik	current symbol	MGI:1919504	1700030K09Rik	RIKEN cDNA 1700030K09 gene	protein coding gene	8	sense	72443880	72461001	ENSMUSG00000052794	72254	NA	NA
1700030L20Rik	current symbol	MGI:1917305	1700030L20Rik	RIKEN cDNA 1700030L20 gene	lincRNA gene	3	antisense	136435270	136449349	ENSMUSG00000099508	70055	NA	NA
1700030M09Rik	current symbol	MGI:1919509	1700030M09Rik	RIKEN cDNA 1700030M09 gene	lincRNA gene	8	sense	121544382	121548342	ENSMUSG00000097424	72259	NA	NA
1700030N03Rik	current symbol	MGI:1917261	1700030N03Rik	RIKEN cDNA 1700030N03 gene	lincRNA gene	19	antisense	3065711	3197714	ENSMUSG00000100969	70011	NA	NA
1700030O20Rik	current symbol	MGI:1919536	1700030O20Rik	RIKEN cDNA 1700030O20 gene	lincRNA gene	10	antisense	116723067	116729177	ENSMUSG00000100198	72286	NA	NA
1700031A10Rik	current symbol	MGI:1920536	1700031A10Rik	RIKEN cDNA 1700031A10 gene	antisense lncRNA gene	17	sense	36923792	36933432	ENSMUSG00000092239	73286	NA	NA
1700031F05Rik	current symbol	MGI:1920550	1700031F05Rik	RIKEN cDNA 1700031F05 gene	protein coding gene	X	antisense	102859186	102867971	ENSMUSG00000032894	73300	NA	NA
1700031F10Rik	current symbol	MGI:1920567	1700031F10Rik	RIKEN cDNA 1700031F10 gene	antisense lncRNA gene	6	antisense	88222602	88225678	ENSMUSG00000047046	73317	NA	NA
1700031M16Rik	current symbol	MGI:1920552	1700031M16Rik	RIKEN cDNA 1700031M16 gene	protein coding gene	15	sense	98398419	98416268	ENSMUSG00000099353	73302	NA	NA
1700031P21Rik	current symbol	MGI:1920528	1700031P21Rik	RIKEN cDNA 1700031P21 gene	lincRNA gene	12	antisense	52599981	52602322	ENSMUSG00000100315	73278	NA	NA
1700034E13Rik	current symbol	MGI:1925664	1700034E13Rik	RIKEN cDNA 1700034E13 gene	protein coding gene	18	sense	52646209	52663733	ENSMUSG00000024532	78414	NA	NA
1700034G24Rik	current symbol	MGI:1914575	1700034G24Rik	RIKEN cDNA 1700034G24 gene	lincRNA gene	5	antisense	112582936	112589996	ENSMUSG00000097962	67325	NA	NA
1700034H15Rik	current symbol	MGI:1921515	1700034H15Rik	RIKEN cDNA 1700034H15 gene	antisense lncRNA gene	1	antisense	191886130	191907527	ENSMUSG00000055833	98736	NA	NA
1700034I23Rik	current symbol	MGI:1920547	1700034I23Rik	RIKEN cDNA 1700034I23 gene	protein coding gene	3	antisense	40900196	40902543	ENSMUSG00000074619	73297	NA	NA
1700034J05Rik	current symbol	MGI:1920594	1700034J05Rik	RIKEN cDNA 1700034J05 gene	protein coding gene	6	antisense	146950329	146954422	ENSMUSG00000040163	73344	NA	NA
1700034K08Rik	current symbol	MGI:1925599	1700034K08Rik	RIKEN cDNA 1700034K08 gene	lincRNA gene	9	antisense	92979914	93005739	ENSMUSG00000100294	78349	NA	NA
1700034O15Rik	current symbol	MGI:1923856	1700034O15Rik	RIKEN cDNA 1700034O15 gene	protein coding gene	6	sense	41684431	41685717	ENSMUSG00000029867	76606	NA	NA
1700034P13Rik	current symbol	MGI:1920581	1700034P13Rik	RIKEN cDNA 1700034P13 gene	antisense lncRNA gene	1	sense	9747648	9791924	ENSMUSG00000097893	73331	NA	NA
1700036G14Rik	current symbol	MGI:1920533	1700036G14Rik	RIKEN cDNA 1700036G14 gene	antisense lncRNA gene	3	sense	85317519	85332030	ENSMUSG00000099995	73283	NA	NA
1700037C18Rik	current symbol	MGI:1920511	1700037C18Rik	RIKEN cDNA 1700037C18 gene	protein coding gene	16	antisense	3895179	3908689	ENSMUSG00000005983	73261	NA	NA
1700037F03Rik	current symbol	MGI:1914566	1700037F03Rik	RIKEN cDNA 1700037F03 gene	lncRNA gene	13		75700161	75707595		105245562	NA	NA
