Bioassay	ExternalID	Batch	Genotype	OrganismPart	Treatment	Gender	Timepoint	Sample	Dataset	ExpMatrixName	Original_genotype	Genotype2	Age_in_weeks	Section	Grown_with	Scan_batch	Dataset_assigned
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_2m_Hipp_rep3	GSM1570288	Batch_02_2013-03-04	TAS10	Hippocampus	NA	M	2_months	TAS10_2m_Hipp_rep3	GSE64398.1	NA	NA	NA	8_weeks	H	TAS10	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_2m_Hipp_rep4	GSM1570399	Batch_02_2013-03-04	TAS10	Hippocampus	NA	M	2_months	TAS10_2m_Hipp_rep4	GSE64398.1	NA	NA	NA	8_weeks	H	TAS10	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_4m_Cb_rep1	GSM1570419	Batch_03_2013-06-26	TAS10	Cerebellum	NA	M	4_months	TAS10_4m_Cb_rep1	GSE64398.2	NA	NA	NA	16_weeks	D	TAS10	Batch7_7/1/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_4m_Cb_rep2	GSM1570344	Batch_04_2013-06-27	TAS10	Cerebellum	NA	M	4_months	TAS10_4m_Cb_rep2	GSE64398.2	NA	NA	NA	16_weeks	E	TAS10	Batch7_7/1/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_4m_Ctx_rep1	GSM1570532	Batch_04_2013-06-27	TAS10	Cortex	NA	M	4_months	TAS10_4m_Ctx_rep1	GSE64398.3	NA	NA	NA	16_weeks	G	TAS10	Batch8_7/2/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_4m_Ctx_rep2	GSM1570515	Batch_05_2013-07-02	TAS10	Cortex	NA	M	4_months	TAS10_4m_Ctx_rep2	GSE64398.3	NA	NA	NA	16_weeks	E	TAS10	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_4m_Hipp_rep1	GSM1570353	Batch_02_2013-03-04	TAS10	Hippocampus	NA	M	4_months	TAS10_4m_Hipp_rep1	GSE64398.1	NA	NA	NA	16_weeks	G	TAS10	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_4m_Hipp_rep2	GSM1570398	Batch_02_2013-03-04	TAS10	Hippocampus	NA	M	4_months	TAS10_4m_Hipp_rep2	GSE64398.1	NA	NA	NA	16_weeks	G	TAS10	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_8m_Cb_rep1	GSM1570327	Batch_04_2013-06-27	TAS10	Cerebellum	NA	M	8_months	TAS10_8m_Cb_rep1	GSE64398.2	NA	NA	NA	32_weeks	C	TAS10	Batch7_7/1/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_8m_Cb_rep2	GSM1570339	Batch_04_2013-06-27	TAS10	Cerebellum	NA	M	8_months	TAS10_8m_Cb_rep2	GSE64398.2	NA	NA	NA	32_weeks	H	TAS10	Batch7_7/1/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_8m_Cb_rep3	GSM1570556	Batch_04_2013-06-27	TAS10	Cerebellum	NA	M	8_months	TAS10_8m_Cb_rep3	GSE64398.2	NA	NA	NA	32_weeks	H	TAS10	Batch8_7/2/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_8m_Ctx_rep1	GSM1570487	Batch_05_2013-07-02	TAS10	Cortex	NA	M	8_months	TAS10_8m_Ctx_rep1	GSE64398.3	NA	NA	NA	32_weeks	F	TAS10	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_8m_Ctx_rep2	GSM1570495	Batch_05_2013-07-02	TAS10	Cortex	NA	M	8_months	TAS10_8m_Ctx_rep2	GSE64398.3	NA	NA	NA	32_weeks	H	TAS10	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_8m_Ctx_rep3	GSM1570499	Batch_05_2013-07-02	TAS10	Cortex	NA	M	8_months	TAS10_8m_Ctx_rep3	GSE64398.3	NA	NA	NA	32_weeks	D	TAS10	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_8m_Hipp_rep1	GSM1570295	Batch_01_2012-02-25	TAS10	Hippocampus	NA	M	8_months	TAS10_8m_Hipp_rep1	GSE64398.1	NA	NA	NA	32_weeks	H	TAS10	Batch1_2/26/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_8m_Hipp_rep2	GSM1570376	Batch_02_2013-03-04	TAS10	Hippocampus	NA	M	8_months	TAS10_8m_Hipp_rep2	GSE64398.1	NA	NA	NA	32_weeks	H	TAS10	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_8m_Hipp_rep3	GSM1570407	Batch_02_2013-03-04	TAS10	Hippocampus	NA	M	8_months	TAS10_8m_Hipp_rep3	GSE64398.1	NA	NA	NA	32_weeks	H	TAS10	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_18m_Cb_rep1	GSM1570498	Batch_05_2013-07-02	TAU	Cerebellum	NA	M	18_months	TAU_18m_Cb_rep1	GSE64398.2	NA	NA	NA	72_weeks	C	TAU	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_18m_Cb_rep2	GSM1570566	Batch_05_2013-07-02	TAU	Cerebellum	NA	M	18_months	TAU_18m_Cb_rep2	GSE64398.2	NA	NA	NA	72_weeks	B	TAU	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_18m_Cb_rep3	GSM1570570	Batch_05_2013-07-02	TAU	Cerebellum	NA	M	18_months	TAU_18m_Cb_rep3	GSE64398.2	NA	NA	NA	72_weeks	G	TAU	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_18m_Ctx_rep1	GSM1570310	Batch_03_2013-06-26	TAU	Cortex	NA	M	18_months	TAU_18m_Ctx_rep1	GSE64398.3	NA	NA	NA	72_weeks	A	TAU	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_18m_Ctx_rep2	GSM1570446	Batch_03_2013-06-26	TAU	Cortex	NA	M	18_months	TAU_18m_Ctx_rep2	GSE64398.3	NA	NA	NA	72_weeks	B	TAU	Batch6_6/28/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_18m_Ctx_rep3	GSM1570453	Batch_03_2013-06-26	TAU	Cortex	NA	M	18_months	TAU_18m_Ctx_rep3	GSE64398.3	NA	NA	NA	72_weeks	B	TAU	Batch7_7/1/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_18m_Hipp_rep1	GSM1570269	Batch_01_2012-02-25	TAU	Hippocampus	NA	M	18_months	TAU_18m_Hipp_rep1	GSE64398.1	NA	NA	NA	72_weeks	D	TAU	Batch1_2/26/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_18m_Hipp_rep2	GSM1570366	Batch_01_2012-02-25	TAU	Hippocampus	NA	M	18_months	TAU_18m_Hipp_rep2	GSE64398.1	NA	NA	NA	72_weeks	E	TAU	Batch2_2/27/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_18m_Hipp_rep3	GSM1570379	Batch_01_2012-02-25	TAU	Hippocampus	NA	M	18_months	TAU_18m_Hipp_rep3	GSE64398.1	NA	NA	NA	72_weeks	D	TAU	Batch1_2/26/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_2m_Cb_rep1	GSM1570450	Batch_03_2013-06-26	TAU	Cerebellum	NA	M	2_months	TAU_2m_Cb_rep1	GSE64398.2	NA	NA	NA	8_weeks	F	TAU	Batch6_6/28/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_2m_Cb_rep2	GSM1570307	Batch_04_2013-06-27	TAU	Cerebellum	NA	M	2_months	TAU_2m_Cb_rep2	GSE64398.2	NA	NA	NA	8_weeks	F	TAU	Batch7_7/1/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_2m_Cb_rep3	GSM1570329	Batch_04_2013-06-27	TAU	Cerebellum	NA	M	2_months	TAU_2m_Cb_rep3	GSE64398.2	NA	NA	NA	8_weeks	E	TAU	Batch7_7/1/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_2m_Cb_rep4	GSM1570346	Batch_04_2013-06-27	TAU	Cerebellum	NA	M	2_months	TAU_2m_Cb_rep4	GSE64398.2	NA	NA	NA	8_weeks	G	TAU	Batch7_7/1/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_2m_Ctx_rep1	GSM1570529	Batch_04_2013-06-27	TAU	Cortex	NA	M	2_months	TAU_2m_Ctx_rep1	GSE64398.3	NA	NA	NA	8_weeks	D	TAU	Batch8_7/2/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_2m_Ctx_rep2	GSM1570485	Batch_05_2013-07-02	TAU	Cortex	NA	M	2_months	TAU_2m_Ctx_rep2	GSE64398.3	NA	NA	NA	8_weeks	C	TAU	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_2m_Ctx_rep3	GSM1570497	Batch_05_2013-07-02	TAU	Cortex	NA	M	2_months	TAU_2m_Ctx_rep3	GSE64398.3	NA	NA	NA	8_weeks	B	TAU	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_2m_Ctx_rep4	GSM1570518	Batch_05_2013-07-02	TAU	Cortex	NA	M	2_months	TAU_2m_Ctx_rep4	GSE64398.3	NA	NA	NA	8_weeks	H	TAU	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_2m_Hipp_rep1	GSM1570292	Batch_01_2012-02-25	TAU	Hippocampus	NA	M	2_months	TAU_2m_Hipp_rep1	GSE64398.1	NA	NA	NA	8_weeks	E	TAU	Batch1_2/26/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_2m_Hipp_rep2	GSM1570380	Batch_01_2012-02-25	TAU	Hippocampus	NA	M	2_months	TAU_2m_Hipp_rep2	GSE64398.1	NA	NA	NA	8_weeks	E	TAU	Batch1_2/26/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_2m_Hipp_rep3	GSM1570277	Batch_02_2013-03-04	TAU	Hippocampus	NA	M	2_months	TAU_2m_Hipp_rep3	GSE64398.1	NA	NA	NA	8_weeks	D	TAU	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_2m_Hipp_rep4	GSM1570395	Batch_02_2013-03-04	TAU	Hippocampus	NA	M	2_months	TAU_2m_Hipp_rep4	GSE64398.1	NA	NA	NA	8_weeks	D	TAU	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_4m_Cb_rep1	GSM1570461	Batch_03_2013-06-26	TAU	Cerebellum	NA	M	4_months	TAU_4m_Cb_rep1	GSE64398.2	NA	NA	NA	16_weeks	B	TAU	Batch5_6/27/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_4m_Cb_rep2	GSM1570560	Batch_03_2013-06-26	TAU	Cerebellum	NA	M	4_months	TAU_4m_Cb_rep2	GSE64398.2	NA	NA	NA	16_weeks	D	TAU	Batch6_6/28/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_4m_Cb_rep3	GSM1570564	Batch_03_2013-06-26	TAU	Cerebellum	NA	M	4_months	TAU_4m_Cb_rep3	GSE64398.2	NA	NA	NA	16_weeks	H	TAU	Batch6_6/28/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_4m_Cb_rep4	GSM1570489	Batch_05_2013-07-02	TAU	Cerebellum	NA	M	4_months	TAU_4m_Cb_rep4	GSE64398.2	NA	NA	NA	16_weeks	A	TAU	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_4m_Ctx_rep1	GSM1570416	Batch_03_2013-06-26	TAU	Cortex	NA	M	4_months	TAU_4m_Ctx_rep1	GSE64398.3	NA	NA	NA	16_weeks	A	TAU	Batch7_7/1/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_4m_Ctx_rep2	GSM1570304	Batch_04_2013-06-27	TAU	Cortex	NA	M	4_months	TAU_4m_Ctx_rep2	GSE64398.3	NA	NA	NA	16_weeks	A	TAU	Batch7_7/1/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_4m_Ctx_rep3	GSM1570328	Batch_04_2013-06-27	TAU	Cortex	NA	M	4_months	TAU_4m_Ctx_rep3	GSE64398.3	NA	NA	NA	16_weeks	D	TAU	Batch7_7/1/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_4m_Ctx_rep4	GSM1570343	Batch_04_2013-06-27	TAU	Cortex	NA	M	4_months	TAU_4m_Ctx_rep4	GSE64398.3	NA	NA	NA	16_weeks	D	TAU	Batch7_7/1/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_4m_Hipp_rep1	GSM1570367	Batch_01_2012-02-25	TAU	Hippocampus	NA	M	4_months	TAU_4m_Hipp_rep1	GSE64398.1	NA	NA	NA	16_weeks	F	TAU	Batch2_2/27/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_4m_Hipp_rep2	GSM1570256	Batch_02_2013-03-04	TAU	Hippocampus	NA	M	4_months	TAU_4m_Hipp_rep2	GSE64398.1	NA	NA	NA	16_weeks	D	TAU	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_4m_Hipp_rep3	GSM1570285	Batch_02_2013-03-04	TAU	Hippocampus	NA	M	4_months	TAU_4m_Hipp_rep3	GSE64398.1	NA	NA	NA	16_weeks	E	TAU	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_4m_Hipp_rep4	GSM1570373	Batch_02_2013-03-04	TAU	Hippocampus	NA	M	4_months	TAU_4m_Hipp_rep4	GSE64398.1	NA	NA	NA	16_weeks	E	TAU	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_8m_Cb_rep1	GSM1570324	Batch_03_2013-06-26	TAU	Cerebellum	NA	M	8_months	TAU_8m_Cb_rep1	GSE64398.2	NA	NA	NA	32_weeks	H	TAU	Batch5_6/27/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_8m_Cb_rep2	GSM1570425	Batch_03_2013-06-26	TAU	Cerebellum	NA	M	8_months	TAU_8m_Cb_rep2	GSE64398.2	NA	NA	NA	32_weeks	B	TAU	Batch6_6/28/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_8m_Cb_rep3	GSM1570510	Batch_03_2013-06-26	TAU	Cerebellum	NA	M	8_months	TAU_8m_Cb_rep3	GSE64398.2	NA	NA	NA	32_weeks	H	TAU	Batch6_6/28/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_8m_Cb_rep4	GSM1570435	Batch_04_2013-06-27	TAU	Cerebellum	NA	M	8_months	TAU_8m_Cb_rep4	GSE64398.2	NA	NA	NA	32_weeks	E	TAU	Batch8_7/2/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_8m_Ctx_rep1	GSM1570561	Batch_03_2013-06-26	TAU	Cortex	NA	M	8_months	TAU_8m_Ctx_rep1	GSE64398.3	NA	NA	NA	32_weeks	E	TAU	Batch6_6/28/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_8m_Ctx_rep2	GSM1570537	Batch_04_2013-06-27	TAU	Cortex	NA	M	8_months	TAU_8m_Ctx_rep2	GSE64398.3	NA	NA	NA	32_weeks	D	TAU	Batch8_7/2/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_8m_Ctx_rep3	GSM1570543	Batch_04_2013-06-27	TAU	Cortex	NA	M	8_months	TAU_8m_Ctx_rep3	GSE64398.3	NA	NA	NA	32_weeks	B	TAU	Batch8_7/2/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_8m_Ctx_rep4	GSM1570572	Batch_04_2013-06-27	TAU	Cortex	NA	M	8_months	TAU_8m_Ctx_rep4	GSE64398.3	NA	NA	NA	32_weeks	A	TAU	Batch8_7/2/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_8m_Hipp_rep1	GSM1570284	Batch_02_2013-03-04	TAU	Hippocampus	NA	M	8_months	TAU_8m_Hipp_rep1	GSE64398.1	NA	NA	NA	32_weeks	D	TAU	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_8m_Hipp_rep2	GSM1570298	Batch_02_2013-03-04	TAU	Hippocampus	NA	M	8_months	TAU_8m_Hipp_rep2	GSE64398.1	NA	NA	NA	32_weeks	C	TAU	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_8m_Hipp_rep3	GSM1570358	Batch_02_2013-03-04	TAU	Hippocampus	NA	M	8_months	TAU_8m_Hipp_rep3	GSE64398.1	NA	NA	NA	32_weeks	D	TAU	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAU_8m_Hipp_rep4	GSM1570386	Batch_02_2013-03-04	TAU	Hippocampus	NA	M	8_months	TAU_8m_Hipp_rep4	GSE64398.1	NA	NA	NA	32_weeks	C	TAU	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_18m_Cb_rep1	GSM1570438	Batch_04_2013-06-27	het_TPM	Cerebellum	NA	M	18_months	TPM_18m_Cb_rep1	GSE64398.2	NA	NA	NA	72_weeks	H	het_TPM	Batch8_7/2/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_18m_Cb_rep2	GSM1570541	Batch_04_2013-06-27	het_TPM	Cerebellum	NA	M	18_months	TPM_18m_Cb_rep2	GSE64398.2	NA	NA	NA	72_weeks	H	het_TPM	Batch8_7/2/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_18m_Cb_rep3	GSM1570574	Batch_04_2013-06-27	het_TPM	Cerebellum	NA	M	18_months	TPM_18m_Cb_rep3	GSE64398.2	NA	NA	NA	72_weeks	C	het_TPM	Batch8_7/2/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_18m_Ctx_rep1	GSM1570468	Batch_03_2013-06-26	het_TPM	Cortex	NA	M	18_months	TPM_18m_Ctx_rep1	GSE64398.3	NA	NA	NA	72_weeks	A	het_TPM	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_18m_Ctx_rep2	GSM1570557	Batch_03_2013-06-26	het_TPM	Cortex	NA	M	18_months	TPM_18m_Ctx_rep2	GSE64398.3	NA	NA	NA	72_weeks	A	het_TPM	Batch6_6/28/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_18m_Ctx_rep3	GSM1570526	Batch_05_2013-07-02	het_TPM	Cortex	NA	M	18_months	TPM_18m_Ctx_rep3	GSE64398.3	NA	NA	NA	72_weeks	H	het_TPM	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_18m_Hipp_rep1	GSM1570352	Batch_02_2013-03-04	het_TPM	Hippocampus	NA	M	18_months	TPM_18m_Hipp_rep1	GSE64398.1	NA	NA	NA	72_weeks	E	het_TPM	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_18m_Hipp_rep2	GSM1570359	Batch_02_2013-03-04	het_TPM	Hippocampus	NA	M	18_months	TPM_18m_Hipp_rep2	GSE64398.1	NA	NA	NA	72_weeks	E	het_TPM	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_18m_Hipp_rep3	GSM1570403	Batch_02_2013-03-04	het_TPM	Hippocampus	NA	M	18_months	TPM_18m_Hipp_rep3	GSE64398.1	NA	NA	NA	72_weeks	D	het_TPM	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_2m_Cb_rep1	GSM1570311	Batch_03_2013-06-26	het_TPM	Cerebellum	NA	M	2_months	TPM_2m_Cb_rep1	GSE64398.2	NA	NA	NA	8_weeks	B	het_TPM	Batch5_6/27/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_2m_Cb_rep2	GSM1570413	Batch_03_2013-06-26	het_TPM	Cerebellum	NA	M	2_months	TPM_2m_Cb_rep2	GSE64398.2	NA	NA	NA	8_weeks	F	het_TPM	Batch5_6/27/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_2m_Cb_rep3	GSM1570452	Batch_03_2013-06-26	het_TPM	Cerebellum	NA	M	2_months	TPM_2m_Cb_rep3	GSE64398.2	NA	NA	NA	8_weeks	A	het_TPM	Batch7_7/1/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_2m_Cb_rep4	GSM1570506	Batch_03_2013-06-26	het_TPM	Cerebellum	NA	M	2_months	TPM_2m_Cb_rep4	GSE64398.2	NA	NA	NA	8_weeks	D	het_TPM	Batch6_6/28/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_2m_Ctx_rep1	GSM1570434	Batch_04_2013-06-27	het_TPM	Cortex	NA	M	2_months	TPM_2m_Ctx_rep1	GSE64398.3	NA	NA	NA	8_weeks	D	het_TPM	Batch8_7/2/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_2m_Ctx_rep2	GSM1570535	Batch_04_2013-06-27	het_TPM	Cortex	NA	M	2_months	TPM_2m_Ctx_rep2	GSE64398.3	NA	NA	NA	8_weeks	B	het_TPM	Batch8_7/2/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_2m_Ctx_rep3	GSM1570551	Batch_04_2013-06-27	het_TPM	Cortex	NA	M	2_months	TPM_2m_Ctx_rep3	GSE64398.3	NA	NA	NA	8_weeks	B	het_TPM	Batch8_7/2/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_2m_Ctx_rep4	GSM1570573	Batch_04_2013-06-27	het_TPM	Cortex	NA	M	2_months	TPM_2m_Ctx_rep4	GSE64398.3	NA	NA	NA	8_weeks	B	het_TPM	Batch8_7/2/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_2m_Hipp_rep1	GSM1570265	Batch_01_2012-02-25	het_TPM	Hippocampus	NA	M	2_months	TPM_2m_Hipp_rep1	GSE64398.1	NA	NA	NA	8_weeks	G	het_TPM	Batch2_2/27/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_2m_Hipp_rep2	GSM1570287	Batch_02_2013-03-04	het_TPM	Hippocampus	NA	M	2_months	TPM_2m_Hipp_rep2	GSE64398.1	NA	NA	NA	8_weeks	G	het_TPM	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_2m_Hipp_rep3	GSM1570302	Batch_02_2013-03-04	het_TPM	Hippocampus	NA	M	2_months	TPM_2m_Hipp_rep3	GSE64398.1	NA	NA	NA	8_weeks	G	het_TPM	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_2m_Hipp_rep4	GSM1570447	Batch_03_2013-06-26	het_TPM	Hippocampus	NA	M	2_months	TPM_2m_Hipp_rep4	GSE64398.1	NA	NA	NA	8_weeks	C	het_TPM	Batch6_6/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_4m_Cb_rep1	GSM1570528	Batch_04_2013-06-27	het_TPM	Cerebellum	NA	M	4_months	TPM_4m_Cb_rep1	GSE64398.2	NA	NA	NA	16_weeks	C	het_TPM	Batch8_7/2/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_4m_Cb_rep2	GSM1570582	Batch_04_2013-06-27	het_TPM	Cerebellum	NA	M	4_months	TPM_4m_Cb_rep2	GSE64398.2	NA	NA	NA	16_weeks	E	het_TPM	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_4m_Cb_rep3	GSM1570486	Batch_05_2013-07-02	het_TPM	Cerebellum	NA	M	4_months	TPM_4m_Cb_rep3	GSE64398.2	NA	NA	NA	16_weeks	E	het_TPM	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_4m_Cb_rep4	GSM1570567	Batch_05_2013-07-02	het_TPM	Cerebellum	NA	M	4_months	TPM_4m_Cb_rep4	GSE64398.2	NA	NA	NA	16_weeks	C	het_TPM	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_4m_Ctx_rep1	GSM1570319	Batch_03_2013-06-26	het_TPM	Cortex	NA	M	4_months	TPM_4m_Ctx_rep1	GSE64398.3	NA	NA	NA	16_weeks	C	het_TPM	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_4m_Ctx_rep2	GSM1570410	Batch_03_2013-06-26	het_TPM	Cortex	NA	M	4_months	TPM_4m_Ctx_rep2	GSE64398.3	NA	NA	NA	16_weeks	C	het_TPM	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_4m_Ctx_rep3	GSM1570455	Batch_03_2013-06-26	het_TPM	Cortex	NA	M	4_months	TPM_4m_Ctx_rep3	GSE64398.3	NA	NA	NA	16_weeks	D	het_TPM	Batch7_7/1/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_4m_Ctx_rep4	GSM1570466	Batch_03_2013-06-26	het_TPM	Cortex	NA	M	4_months	TPM_4m_Ctx_rep4	GSE64398.3	NA	NA	NA	16_weeks	G	het_TPM	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_4m_Hipp_rep1	GSM1570382	Batch_01_2012-02-25	het_TPM	Hippocampus	NA	M	4_months	TPM_4m_Hipp_rep1	GSE64398.1	NA	NA	NA	16_weeks	G	het_TPM	Batch1_2/26/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TPM_4m_Hipp_rep2	GSM1570258	Batch_02_2013-03-04	het_TPM	Hippocampus	NA	M	4_months	TPM_4m_Hipp_rep2	GSE64398.1	NA	NA	NA	16_weeks	F	het_TPM	Batch3_2/28/2013	GSE64398.1
