geneID	geneSymbol	geneNames	GOTerms	GemmaIDs	NCBIids	platform
Sdc4	Sdc4	syndecan 4	GO:0001843|GO:0007165|GO:0010762|GO:0016477|GO:0042060|GO:0045860|GO:0051496|GO:0051894|GO:0060122|GO:1903543|GO:1903553	|578835	|20971	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Bag3	Bag3	BCL2-associated athanogene 3	GO:0006915|GO:0008625|GO:0010664|GO:0050821|GO:0071260|GO:0097192	606589	29810	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Eef1e1	Eef1e1	eukaryotic translation elongation factor 1 epsilon 1	GO:0006281|GO:0006412|GO:0008285|GO:0009790|GO:0043065|GO:0043517|GO:2001235	641995	66143	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Kbtbd2	Kbtbd2	kelch repeat and BTB (POZ) domain containing 2		789364	210973	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Pcnp	Pcnp	PEST proteolytic signal containing nuclear protein	GO:0007049|GO:0016567|GO:0043161	728118	76302	GPL11180|GPL1261|GPL339|GPL6103|GPL6246|GPL6333|GPL7042|GPL7202|GPL81|GPL8321
Zfp37	Zfp37	zinc finger protein 37	GO:0006351|GO:0006355|GO:0007275|GO:0007281|GO:0007283|GO:0030154	|592459	|22696	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Tcf15	Tcf15	transcription factor 15	GO:0001756|GO:0003016|GO:0006351|GO:0006355|GO:0007275|GO:0007517|GO:0009952|GO:0010468|GO:0016265|GO:0036342|GO:0042755|GO:0043583|GO:0043588|GO:0045198|GO:0048339|GO:0048644|GO:0048705|GO:0050884|GO:0060231|GO:1903053	580100	21407	GPL11180|GPL1261|GPL339|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Vwa5a	Vwa5a	von Willebrand factor A domain containing 5A		664914	67776	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Dstn	Dstn	destrin	GO:0000910|GO:0006928|GO:0030042|GO:0030836|GO:0051014	626772	56431	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Ech1	Ech1	enoyl coenzyme A hydratase 1, peroxisomal	GO:0006629|GO:0006631|GO:0008152	611419	51798	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Maged2	Maged2	melanoma antigen, family D, 2		|743285	|80884	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Crbn	Crbn	cereblon	GO:0006508|GO:0016567|GO:0032463|GO:0034766|GO:0043161|GO:0090073	|634594	|58799	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Rars	Rars	arginyl-tRNA synthetase	GO:0006412|GO:0006418|GO:0006420	|761467	|104458	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Cotl1	Cotl1	coactosin-like 1 (Dictyostelium)	GO:0050832	|699616	|72042	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Syngr1	Syngr1	synaptogyrin 1	GO:0006605|GO:0048169|GO:0048172	578858|	20972|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Tfg	Tfg	Trk-fused gene	GO:0007165|GO:0043123	582063|	21787|	GPL11180|GPL1261|GPL339|GPL6096|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Dgkg	Dgkg	diacylglycerol kinase, gamma	GO:0007205|GO:0016310|GO:0035556	|773453	|110197	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Frat2	Frat2	frequently rearranged in advanced T cell lymphomas 2	GO:0016055	|791268	|212398	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Med1	Med1	mediator complex subunit 1	GO:0000122|GO:0000902|GO:0001525|GO:0001701|GO:0001889|GO:0001892|GO:0002088|GO:0002154|GO:0003222|GO:0003406|GO:0006351|GO:0006355|GO:0006356|GO:0006357|GO:0006366|GO:0006367|GO:0006590|GO:0006702|GO:0007275|GO:0007420|GO:0007507|GO:0007595|GO:0008284|GO:0009887|GO:0010628|GO:0010839|GO:0016567|GO:0030216|GO:0030224|GO:0030518|GO:0030521|GO:0031100|GO:0033148|GO:0033160|GO:0033598|GO:0033601|GO:0035050|GO:0035116|GO:0035162|GO:0035357|GO:0035729|GO:0035855|GO:0042789|GO:0043010|GO:0043066|GO:0045444|GO:0045618|GO:0045665|GO:0045893|GO:0045944|GO:0048821|GO:0048822|GO:0060335|GO:0060744|GO:0060745|GO:0060750|GO:0070318|GO:0070371|GO:0070562|GO:0071364|GO:0071383|GO:0097067|GO:2000273|GO:2000347|GO:2001141	556883|	19014|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Klhl7	Klhl7	kelch-like 7	GO:0016567	612998	52323	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Gadd45gip1	Gadd45gip1	growth arrest and DNA-damage-inducible, gamma interacting protein 1	GO:0007049|GO:0071850	|757718	|102060	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Gdap1	Gdap1	ganglioside-induced differentiation-associated-protein 1	GO:0000266|GO:0006626|GO:0008053|GO:0032526	|512679	|14545	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Slc9a6	Slc9a6	solute carrier family 9 (sodium/hydrogen exchanger), member 6	GO:0015992|GO:0031547|GO:0048675|GO:0048812|GO:0050808|GO:0051386|GO:0060996|GO:0097484	|828674	|236794	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Cuta	Cuta	cutA divalent cation tolerance homolog (E. coli)	GO:0008104|GO:0010038|GO:0051260	663385	67675	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Zswim7	Zswim7	zinc finger SWIM-type containing 7	GO:0000724|GO:0006281|GO:0006310|GO:0006974|GO:0050821	682980	69747	GPL11180|GPL1261|GPL339|GPL6103|GPL6246|GPL6333|GPL7042|GPL7202|GPL81|GPL8321
Tctex1d2	Tctex1d2	Tctex1 domain containing 2		640750	66061	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Mrps35	Mrps35	mitochondrial ribosomal protein S35		|821435	|232536	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Gpr22	Gpr22	G protein-coupled receptor 22	GO:0007165|GO:0007186|GO:0032870|GO:1901652	|706742	|73010	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Sez6l	Sez6l	seizure related 6 homolog like	GO:0008344|GO:0021680|GO:0060074|GO:0090036	629821|	56747|	GPL11180|GPL1261|GPL339|GPL6096|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Dennd6a	Dennd6a	DENN/MADD domain containing 6A	GO:0043547|GO:2000049	790534	211922	GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Nudt5	Nudt5	nudix (nucleoside diphosphate linked moiety X)-type motif 5	GO:0006139|GO:0009191	|617642	|53893	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Wdr6	Wdr6	WD repeat domain 6	GO:0007049|GO:0007050|GO:0008285|GO:0010507	|745314	|83669	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Slc26a4	Slc26a4	solute carrier family 26, member 4	GO:0006810|GO:0006821|GO:0006885|GO:0008272|GO:0009887|GO:0015698|GO:0015705|GO:0032880|GO:0055085|GO:0098656|GO:1902476	595913	23985	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Nudt10	Nudt10	nudix (nucleoside diphosphate linked moiety X)-type motif 10		759082	102954	GPL11180|GPL1261|GPL6096|GPL6246|GPL6885|GPL7042|GPL7202
Flot1	Flot1	flotillin 1	GO:0006897|GO:0007409|GO:0007411|GO:0022617|GO:0035023|GO:0072659|GO:0090002	509593	14251	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Mtf1	Mtf1	metal response element binding transcription factor 1	GO:0006351|GO:0006355|GO:0006357|GO:0006366|GO:0006979|GO:0010038|GO:0045893|GO:0045944|GO:0046686|GO:0055076	542659|	17764|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Dad1	Dad1	defender against cell death 1	GO:0001824|GO:0006915|GO:0043066	498710|	13135|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Fcgr3	Fcgr3	Fc receptor, IgG, low affinity III	GO:0001788|GO:0001798|GO:0001805|GO:0001812|GO:0001820|GO:0006910|GO:0006911|GO:0007166|GO:0030593|GO:0038094|GO:0042535|GO:0042590|GO:0045576|GO:0050766|GO:0050776	508055	14131	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Ppp4r2	Ppp4r2	protein phosphatase 4, regulatory subunit 2	GO:0002244|GO:0006397|GO:0008380|GO:0010569|GO:0050790	|821023	|232314	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Plek	Plek	pleckstrin	GO:0006904|GO:0007229|GO:0010572|GO:0010920|GO:0010925|GO:0030030|GO:0030836|GO:0030845|GO:0030866|GO:0031529|GO:0031532|GO:0032233|GO:0033625|GO:0035556|GO:0045744|GO:0046488|GO:0060305|GO:0070493|GO:0070527|GO:0070528|GO:0070560	|623432	|56193	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Agpat5	Agpat5	1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)	GO:0002244|GO:0006629|GO:0006639|GO:0008152|GO:0008654	612449|	52123|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Kif2a	Kif2a	kinesin family member 2A	GO:0007018|GO:0007019|GO:0007049|GO:0007052|GO:0007067|GO:0007275|GO:0007399|GO:0030154|GO:0051301|GO:0090307	530933|	16563|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Mgst1	Mgst1	microsomal glutathione S-transferase 1	GO:0006749|GO:0010243|GO:0032496|GO:0042493|GO:0055114|GO:0070207|GO:0071449	|628716	|56615	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
C1qb	C1qb	complement component 1, q subcomponent, beta polypeptide	GO:0002376|GO:0006958|GO:0045087|GO:0048839	485390|	12260|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Pomgnt2	Pomgnt2	protein O-linked mannose beta 1,4-N-acetylglucosaminyltransferase 2	GO:0001764|GO:0006493|GO:0035269	795794	215494	GPL1261|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Med19	Med19	mediator complex subunit 19	GO:0006351|GO:0006355|GO:0006357	|770382	|381379	GPL11180|GPL1261|GPL339|GPL6096|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Amph	Amph	amphiphysin	GO:0007612|GO:0048488	|801354	|218038	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Lrp11	Lrp11	low density lipoprotein receptor-related protein 11	GO:0006897	|829154	|237253	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Nmrk1	Nmrk1	nicotinamide riboside kinase 1	GO:0016310|GO:0019363	808032	225994	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Chl1	Chl1	cell adhesion molecule with homology to L1CAM	GO:0001764|GO:0007155|GO:0007156|GO:0007275|GO:0007399|GO:0007411|GO:0008344|GO:0030154|GO:0031175|GO:0035640|GO:0043524|GO:0050890	492073|	12661|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Plaa	Plaa	phospholipase A2, activating protein	GO:0006954|GO:0043085	|555100	|18786	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Otud6b	Otud6b	OTU domain containing 6B	GO:0006508	701404	72201	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Hilpda	Hilpda	hypoxia inducible lipid droplet associated	GO:0001819|GO:0002230|GO:0008284|GO:0010884|GO:0035425	681442	69573	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Syngr3	Syngr3	synaptogyrin 3	GO:0032411	578917	20974	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Wdr1	Wdr1	WD repeat domain 1	GO:0007605|GO:0030036|GO:0030836|GO:0045214|GO:0048713|GO:0060307	590525|	22388|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Tshz2	Tshz2	teashirt zinc finger family member 2	GO:0006351|GO:0006355|GO:0007275|GO:0010468	813771|	228911|	GPL11180|GPL1261|GPL339|GPL6096|GPL6246|GPL6333|GPL7042|GPL7202|GPL8321
B230219D22Rik	B230219D22Rik	RIKEN cDNA B230219D22 gene		739059|	78521|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Dhcr24	Dhcr24	24-dehydrocholesterol reductase	GO:0006629|GO:0006694|GO:0006695|GO:0007265|GO:0008104|GO:0008202|GO:0008203|GO:0008285|GO:0009888|GO:0016125|GO:0016126|GO:0030539|GO:0031639|GO:0042987|GO:0043066|GO:0043154|GO:0043588|GO:0055114|GO:0061024	|719262	|74754	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Cyp51	Cyp51	cytochrome P450, family 51	GO:0006629|GO:0006694|GO:0006695|GO:0008202|GO:0008203|GO:0016126|GO:0033488|GO:0055114|GO:0070988	498547	13121	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Tfam	Tfam	transcription factor A, mitochondrial	GO:0006338|GO:0006351|GO:0006355|GO:0006390|GO:0006391|GO:0033108|GO:0045893|GO:0045944	581955|	21780|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Stat3	Stat3	signal transducer and activator of transcription 3	GO:0001659|GO:0001754|GO:0006351|GO:0006355|GO:0006366|GO:0006606|GO:0006953|GO:0007165|GO:0007259|GO:0008283|GO:0008285|GO:0010730|GO:0016310|GO:0019221|GO:0019827|GO:0019953|GO:0030522|GO:0032355|GO:0032870|GO:0034097|GO:0040014|GO:0042593|GO:0042755|GO:0043066|GO:0045747|GO:0045820|GO:0045893|GO:0045944|GO:0046902|GO:0048708|GO:0060019|GO:0060396|GO:0060397|GO:0060548|GO:0070102|GO:1901215|GO:1902728|GO:2001171|GO:2001223	577322|	20848|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Dolk	Dolk	dolichol kinase	GO:0016310|GO:0043048	|811573	|227697	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Endov	Endov	endonuclease V	GO:0006281|GO:0090305|GO:0090502	871113	338371	GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Arl5a	Arl5a	ADP-ribosylation factor-like 5A	GO:0007264	|722349	|75423	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Fzd7	Fzd7	frizzled homolog 7 (Drosophila)	GO:0006355|GO:0007165|GO:0007166|GO:0007186|GO:0007275|GO:0010812|GO:0014834|GO:0016055|GO:0019827|GO:0033077|GO:0034446|GO:0035412|GO:0035567|GO:0038031|GO:0042327|GO:0042666|GO:0045893|GO:0048103|GO:0060054|GO:0060070|GO:0060231	|510923	|14369	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Commd7	Commd7	COMM domain containing 7	GO:0006351|GO:0006355|GO:0032088|GO:0033209|GO:0045892	753528	99311	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL7042|GPL7202|GPL81|GPL8321
Cenpl	Cenpl	centromere protein L		687707	70454	GPL1261|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
NA	NA	NA	NA	NA	NA	NA
Tbl3	Tbl3	transducin (beta)-like 3	GO:0000462|GO:0006364	|793264	|213773	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Pfn1	Pfn1	profilin 1	GO:0001843|GO:0006357|GO:0008064|GO:0010634|GO:0030036|GO:0030837|GO:0030838|GO:0032232|GO:0032781|GO:0042989|GO:0045944|GO:0050434|GO:0051054|GO:0051496|GO:0051497|GO:1900029|GO:1903994	553183	18643	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Pgam5	Pgam5	phosphoglycerate mutase family member 5	GO:0012501|GO:0016311|GO:0035556|GO:0043547|GO:0070266	|703898	|72542	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Paip2b	Paip2b	poly(A) binding protein interacting protein 2B	GO:0017148|GO:0045947	820762|	232164|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Vcl	Vcl	vinculin	GO:0002009|GO:0007155|GO:0007160|GO:0030032|GO:0030334|GO:0034333|GO:0034394|GO:0043297|GO:0048675|GO:0070527|GO:0090136	|589502	|22330	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Gfap	Gfap	glial fibrillary acidic protein	GO:0009611|GO:0010625|GO:0010977|GO:0014002|GO:0030198|GO:0031102|GO:0045103|GO:0045109|GO:0051580|GO:0060020|GO:0060252|GO:0060291	|513069	|14580	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Otx2	Otx2	orthodenticle homolog 2	GO:0001708|GO:0006355|GO:0006357|GO:0006366|GO:0006461|GO:0007275|GO:0007411|GO:0007417|GO:0007492|GO:0009887|GO:0009952|GO:0009953|GO:0022037|GO:0030154|GO:0030182|GO:0030900|GO:0030901|GO:0032525|GO:0040019|GO:0042472|GO:0042706|GO:0045165|GO:0045893|GO:0045944|GO:0048663|GO:0048664|GO:0048852|GO:0048856|GO:0090009|GO:2000543	550365	18424	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Sesn3	Sesn3	sestrin 3	GO:0032868|GO:0042593|GO:0051896|GO:1901031	725066	75747	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Chmp7	Chmp7	charged multivesicular body protein 7	GO:0000920|GO:0006810|GO:0006997|GO:0007034|GO:0007080|GO:0015031|GO:0045324	|763202	|105513	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Phospho2	Phospho2	phosphatase, orphan 2	GO:0008152|GO:0016311	708711|	73373|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Cptp	Cptp	ceramide-1-phosphate transfer protein	GO:0006810|GO:0006869|GO:0046836|GO:1902389	741990	79554	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Nae1	Nae1	NEDD8 activating enzyme E1 subunit 1	GO:0006915|GO:0007049|GO:0033314|GO:0042981|GO:0043523|GO:0045116|GO:0051402	825645	234664	GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Dolpp1	Dolpp1	dolichyl pyrophosphate phosphatase 1	GO:0006487|GO:0008610	630802	57170	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Pmvk	Pmvk	phosphomevalonate kinase	GO:0006629|GO:0006694|GO:0006695|GO:0008202|GO:0008203|GO:0008299|GO:0016126|GO:0016310|GO:0019287	|674035	|68603	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Crtac1	Crtac1	cartilage acidic protein 1	GO:0007413|GO:0021772|GO:1900121	|705869	|72832	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Fam221a	Fam221a	family with sequence similarity 221, member A		820472	231946	GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Med7	Med7	mediator complex subunit 7	GO:0006351|GO:0006355|GO:0006357|GO:0016567|GO:0019827	642980	66213	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Cachd1	Cachd1	cache domain containing 1	GO:0006810|GO:0006811|GO:0006816	|862509	|320508	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Pak3	Pak3	p21 protein (Cdc42/Rac)-activated kinase 3	GO:0000165|GO:0000187|GO:0006468|GO:0007266|GO:0007275|GO:0007346|GO:0007409|GO:0008152|GO:0010975|GO:0016310|GO:0016358|GO:0016477|GO:0023014|GO:0030036|GO:0030833|GO:0031098|GO:0032147|GO:0042981|GO:0043408|GO:0043525|GO:0060996|GO:0061003|GO:0071407|GO:2000573	|551046	|18481	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Ldoc1	Ldoc1	leucine zipper, down-regulated in cancer 1	GO:0008285	|887229	|434784	GPL11180|GPL1261|GPL6096|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Slc25a16	Slc25a16	solute carrier family 25 (mitochondrial carrier, Graves disease autoantigen), member 16	GO:0006810|GO:0055085	|707311	|73132	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Prlr	Prlr	prolactin receptor	GO:0007171|GO:0007259|GO:0007595|GO:0030155|GO:0030856|GO:0038161|GO:0060644|GO:0060736|GO:0060749|GO:0061180	558393|	19116|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Slit2	Slit2	slit homolog 2 (Drosophila)	GO:0001656|GO:0001657|GO:0001701|GO:0001933|GO:0002042|GO:0002689|GO:0006935|GO:0007275|GO:0007399|GO:0007409|GO:0007411|GO:0008045|GO:0008285|GO:0010593|GO:0010596|GO:0010629|GO:0014912|GO:0016337|GO:0021772|GO:0021836|GO:0021972|GO:0022029|GO:0030154|GO:0030308|GO:0030336|GO:0030517|GO:0030837|GO:0031290|GO:0033563|GO:0034260|GO:0035385|GO:0043065|GO:0043116|GO:0048754|GO:0048812|GO:0048846|GO:0050728|GO:0050919|GO:0050929|GO:0051058|GO:0060603|GO:0060763|GO:0070100|GO:0071504|GO:0071672|GO:0071676|GO:0090024|GO:0090027|GO:0090260|GO:0090288	|573370	|20563	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Gsto1	Gsto1	glutathione S-transferase omega 1	GO:0008152|GO:0010880|GO:0019852|GO:0019853|GO:0042178|GO:0055114|GO:0060315|GO:0060316|GO:0071243	517030|	14873|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Optn	Optn	optineurin	GO:0000042|GO:0001920|GO:0006914|GO:0007030|GO:0008284|GO:0016236|GO:0034613|GO:0043001|GO:0043124|GO:0043524|GO:0050663|GO:0050829|GO:0051260|GO:0090161	694998|	71648|	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Gemin5	Gemin5	gem (nuclear organelle) associated protein 5	GO:0000387|GO:0006397|GO:0008380	|797812	|216766	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81
