ProbeName	geneSymbol	Description	LogRatio	pValue	pValueFDR	timepoint	regulation	phase
ILMN_1255363	Fkbp14	Mus musculus FK506 binding protein 14 (Fkbp14), mRNA.	0.64	2.61e-07	1.55e-05	11m	up	late
ILMN_2700265	Pex11a		0.34	2.69e-07	1.57e-05	11m	up	late
ILMN_2650603	Irx5	Mus musculus Iroquois related homeobox 5 (Drosophila) (Irx5), mRNA.	0.47	2.67e-07	1.57e-05	11m	up	late
ILMN_1259783	Mta3	Mus musculus metastasis associated 3 (Mta3), mRNA.	0.6	2.66e-07	1.57e-05	11m	up	late
ILMN_2640971	Pafah1b3	Mus musculus platelet-activating factor acetylhydrolase, isoform 1b, alpha1 subunit (Pafah1b3), mRNA.	0.67	2.66e-07	1.57e-05	11m	up	late
ILMN_2679037	Cklfsf3	Mus musculus CKLF-like MARVEL transmembrane domain containing 3 (Cmtm3), mRNA.	0.6	2.94e-07	1.7e-05	11m	up	late
ILMN_1241618	Flot1		0.49	2.96e-07	1.71e-05	11m	up	late
ILMN_2911307	Gm347	Mus musculus gene model 347, (NCBI) (Gm347), mRNA.	0.49	3.24e-07	1.85e-05	11m	up	late
ILMN_3009225	Apoc4	Mus musculus apolipoprotein C-IV (Apoc4), mRNA.	0.72	3.32e-07	1.89e-05	11m	up	late
ILMN_2687403	Fcgr3		0.54	3.43e-07	1.95e-05	11m	up	late
ILMN_2717621	Rps15a	Mus musculus ribosomal protein S15a (Rps15a), mRNA.	0.64	3.44e-07	1.95e-05	11m	up	late
ILMN_1213273	Lrig3	Mus musculus leucine-rich repeats and immunoglobulin-like domains 3 (Lrig3), mRNA.	0.53	3.49e-07	1.97e-05	11m	up	late
ILMN_2871262	Bcap31	Mus musculus B-cell receptor-associated protein 31 (Bcap31), mRNA.	0.35	3.61e-07	2.03e-05	11m	up	late
ILMN_1239843	Clecsf12		0.48	3.68e-07	2.06e-05	11m	up	late
ILMN_2487517	Ssfa2		0.54	3.71e-07	2.07e-05	11m	up	late
ILMN_2882425	Fahd2a	Mus musculus fumarylacetoacetate hydrolase domain containing 2A (Fahd2a), mRNA.	0.49	3.73e-07	2.08e-05	11m	up	late
ILMN_3007862	Abhd14b	Mus musculus abhydrolase domain containing 14b (Abhd14b), mRNA.	0.64	3.76e-07	2.08e-05	11m	up	late
ILMN_2731901	S100a4	Mus musculus S100 calcium binding protein A4 (S100a4), mRNA.	0.3	3.84e-07	2.11e-05	11m	up	late
ILMN_1247710	Card4	Mus musculus nucleotide-binding oligomerization domain containing 1 (Nod1), mRNA.	0.45	3.83e-07	2.11e-05	11m	up	late
ILMN_1256219	Sat1	Mus musculus spermidine/spermine N1-acetyl transferase 1 (Sat1), mRNA.	0.47	4.12e-07	2.24e-05	11m	up	late
ILMN_1226662	Dleu7	Mus musculus deleted in lymphocytic leukemia, 7 (Dleu7), mRNA.	0.48	4.46e-07	2.4e-05	11m	up	late
ILMN_1232016	Cbx8	Mus musculus chromobox homolog 8 (Drosophila Pc class) (Cbx8), mRNA.	0.53	4.72e-07	2.53e-05	11m	up	late
ILMN_2616461	Nagk	Mus musculus N-acetylglucosamine kinase (Nagk), mRNA.	0.47	5.01e-07	2.67e-05	11m	up	late
ILMN_2630182	Syp	Mus musculus synaptophysin (Syp), mRNA.	0.34	5.15e-07	2.71e-05	11m	up	late
ILMN_2909211	Msrb2	Mus musculus methionine sulfoxide reductase B2 (Msrb2), mRNA.	0.55	5.12e-07	2.71e-05	11m	up	late
ILMN_2674533	Renbp		0.43	5.18e-07	2.72e-05	11m	up	late
ILMN_2892222	Acsl5	Mus musculus acyl-CoA synthetase long-chain family member 5 (Acsl5), mRNA.	0.43	5.29e-07	2.76e-05	11m	up	late
ILMN_2850792	Loh11cr2a	Mus musculus loss of heterozygosity, 11, chromosomal region 2, gene A homolog (human) (Loh11cr2a), mRNA.	0.6	5.43e-07	2.83e-05	11m	up	late
ILMN_2602352	Ms4a6d		0.43	5.46e-07	2.84e-05	11m	up	late
ILMN_1242772	4930578f03rik		0.54	5.63e-07	2.92e-05	11m	up	late
ILMN_2958076	1110001j03rik	Mus musculus RIKEN cDNA 1110001J03 gene (1110001J03Rik), mRNA.	0.46	5.67e-07	2.93e-05	11m	up	late
ILMN_2983686	Trub2	Mus musculus TruB pseudouridine (psi) synthase homolog 2 (E. coli) (Trub2), mRNA.	0.47	6.09e-07	3.11e-05	11m	up	late
ILMN_2968515	Xpa	Mus musculus xeroderma pigmentosum, complementation group A (Xpa), mRNA.	0.51	6.07e-07	3.11e-05	11m	up	late
ILMN_2514292	Zyx		0.52	6.45e-07	3.25e-05	11m	up	late
ILMN_1253618	Ccs		0.36	7.09e-07	3.52e-05	11m	up	late
ILMN_2487934	Tram1	Mus musculus translocating chain-associating membrane protein 1 (Tram1), mRNA.	0.55	7.19e-07	3.55e-05	11m	up	late
ILMN_1255513	Cdr2	Mus musculus cerebellar degeneration-related 2 (Cdr2), mRNA.	0.48	7.25e-07	3.57e-05	11m	up	late
ILMN_3136196	Fnta	Mus musculus farnesyltransferase, CAAX box, alpha (Fnta), mRNA.	0.35	7.28e-07	3.58e-05	11m	up	late
ILMN_3143557	Al024210		0.53	7.34e-07	3.6e-05	11m	up	late
ILMN_2724719	5930416i19rik	Mus musculus RIKEN cDNA 5930416I19 gene (5930416I19Rik), mRNA.	0.43	7.57e-07	3.7e-05	11m	up	late
ILMN_2747196	Kai1		0.57	7.96e-07	3.88e-05	11m	up	late
ILMN_2971767	Myd88	Mus musculus myeloid differentiation primary response gene 88 (Myd88), mRNA.	0.53	8.01e-07	3.9e-05	11m	up	late
ILMN_2612513	6330569m22rik	Mus musculus RIKEN cDNA 6330569M22 gene (6330569M22Rik), mRNA.	0.48	8.17e-07	3.97e-05	11m	up	late
ILMN_1220774	Loc328644		0.62	8.19e-07	3.97e-05	11m	up	late
ILMN_2779746	Srp9	Mus musculus signal recognition particle 9 (Srp9), mRNA.	0.53	8.25e-07	3.99e-05	11m	up	late
ILMN_2750801	Rpa1	Mus musculus replication protein A1 (Rpa1), mRNA.	0.41	8.32e-07	4.01e-05	11m	up	late
ILMN_2835012	5730449l18rik	Mus musculus RIKEN cDNA 5730449L18 gene (5730449L18Rik), mRNA.	0.46	8.74e-07	4.18e-05	11m	up	late
ILMN_2792089	Srebf1	Mus musculus sterol regulatory element binding factor 1 (Srebf1), mRNA.	0.43	8.88e-07	4.23e-05	11m	up	late
ILMN_2912170	4732479n06rik	Mus musculus RIKEN cDNA 4732479N06 gene (4732479N06Rik), mRNA.	0.6	9.06e-07	4.31e-05	11m	up	late
ILMN_2623064	Snx24	Mus musculus sorting nexing 24 (Snx24), mRNA.	0.48	9.47e-07	4.49e-05	11m	up	late
ILMN_3032778	Ensa	Mus musculus endosulfine alpha (Ensa), transcript variant 2, mRNA.	0.5	9.94e-07	4.68e-05	11m	up	late
ILMN_3125606	D12ertd647e	Mus musculus DNA segment, Chr 12, ERATO Doi 647, expressed (D12Ertd647e), transcript variant 5, mRNA.	0.55	1.09e-06	5.08e-05	11m	up	late
ILMN_2746086	Tax1bp3		0.61	1.09e-06	5.11e-05	11m	up	late
ILMN_3147135	Akr1a4	Mus musculus aldo-keto reductase family 1, member A4 (aldehyde reductase) (Akr1a4), mRNA.	0.39	1.1e-06	5.12e-05	11m	up	late
ILMN_3160212	Au021838	Mus musculus expressed sequence AU021838 (AU021838), mRNA.	0.58	1.22e-06	5.65e-05	11m	up	late
ILMN_2701855	B430104h02rik		0.51	1.26e-06	5.79e-05	11m	up	late
ILMN_1238603	Pcolce2		0.61	1.41e-06	6.44e-05	11m	up	late
ILMN_3074259	Lamp2	Mus musculus lysosomal-associated membrane protein 2 (Lamp2), transcript variant 1, mRNA.	0.64	1.43e-06	6.52e-05	11m	up	late
ILMN_2450096	Zfp30	Mus musculus zinc finger protein 30 (Zfp30), mRNA.	0.46	1.49e-06	6.75e-05	11m	up	late
ILMN_1232761	Lyzl4	Mus musculus lysozyme-like 4 (Lyzl4), mRNA.	0.44	1.5e-06	6.8e-05	11m	up	late
ILMN_1218934	Rad52b	Mus musculus RAD52 motif 1 (Rdm1), mRNA.	0.46	1.51e-06	6.84e-05	11m	up	late
ILMN_2691567	6430559e15rik		0.49	1.54e-06	6.95e-05	11m	up	late
ILMN_2814865	Qpct	Mus musculus glutaminyl-peptide cyclotransferase (glutaminyl cyclase) (Qpct), mRNA.	0.62	1.57e-06	7.05e-05	11m	up	late
ILMN_3111877	Rbms2	Mus musculus RNA binding motif, single stranded interacting protein 2 (Rbms2), transcript variant 2, mRNA.	0.54	1.58e-06	7.09e-05	11m	up	late
ILMN_3151722	Net1	Mus musculus neuroepithelial cell transforming gene 1 (Net1), transcript variant 1, mRNA.	0.75	1.6e-06	7.14e-05	11m	up	late
ILMN_2700505	Tmem43	Mus musculus transmembrane protein 43 (Tmem43), mRNA.	0.37	1.64e-06	7.28e-05	11m	up	late
ILMN_2687745	Pnpla2		0.75	1.65e-06	7.34e-05	11m	up	late
ILMN_1234425	2310020h20rik	Mus musculus IscU iron-sulfur cluster scaffold homolog (E. coli) (Iscu), mRNA.	0.39	1.66e-06	7.37e-05	11m	up	late
ILMN_2648669	Gpnmb	Mus musculus glycoprotein (transmembrane) nmb (Gpnmb), mRNA.	0.58	1.68e-06	7.43e-05	11m	up	late
ILMN_2756435	Cebpb	Mus musculus CCAAT/enhancer binding protein (C/EBP), beta (Cebpb), mRNA.	0.52	1.7e-06	7.52e-05	11m	up	late
ILMN_1229971	Vezf1		0.44	1.84e-06	8e-05	11m	up	late
ILMN_2671253	Gspt2		0.44	1.92e-06	8.29e-05	11m	up	late
ILMN_1221048	Psat1		0.34	1.94e-06	8.34e-05	11m	up	late
ILMN_2981689	Nup133	Mus musculus nucleoporin 133 (Nup133), mRNA.	0.36	1.99e-06	8.54e-05	11m	up	late
ILMN_2780316	Rnpep	Mus musculus arginyl aminopeptidase (aminopeptidase B) (Rnpep), mRNA.	0.46	2.02e-06	8.62e-05	11m	up	late
ILMN_2673926	Cdc37l1	Mus musculus cell division cycle 37 homolog (S. cerevisiae)-like 1 (Cdc37l1), mRNA.	0.56	2.05e-06	8.7e-05	11m	up	late
ILMN_2483748	Xrcc2	Mus musculus X-ray repair complementing defective repair in Chinese hamster cells 2 (Xrcc2), mRNA.	0.55	2.1e-06	8.88e-05	11m	up	late
ILMN_2729235	6330407d12rik	Mus musculus coiled-coil domain containing 126 (Ccdc126), mRNA.	0.53	2.17e-06	9.18e-05	11m	up	late
ILMN_1259006	D12ertd748e		0.5	2.24e-06	9.41e-05	11m	up	late
ILMN_2667829	Prkcq		0.39	2.29e-06	9.57e-05	11m	up	late
ILMN_2771087	Drctnnb1a		0.5	2.34e-06	9.71e-05	11m	up	late
ILMN_2894211	8430408g22rik	Mus musculus RIKEN cDNA 8430408G22 gene (8430408G22Rik), mRNA.	1.47	2.36e-06	9.79e-05	11m	up	late
ILMN_1235499	Pros1		0.53	2.4e-06	9.94e-05	11m	up	late
ILMN_2516266	Ccar1		0.48	2.47e-06	1e-04	11m	up	late
ILMN_1260219	Adipor2		0.62	2.54e-06	1e-04	11m	up	late
ILMN_2799667	2310001a20rik	Mus musculus RIKEN cDNA 2310001A20 gene (2310001A20Rik), mRNA.	0.42	2.62e-06	0.00011	11m	up	late
ILMN_1239922	Snrpb		0.51	2.73e-06	0.00011	11m	up	late
ILMN_2854659	2610020o08rik	Mus musculus RIKEN cDNA 2610020O08 gene (2610020O08Rik), mRNA.	0.4	2.97e-06	0.00012	11m	up	late
ILMN_1242472	Parva		0.41	3.1e-06	0.00012	11m	up	late
ILMN_2773113	Capg		0.43	3.04e-06	0.00012	11m	up	late
ILMN_2965417	Npm3-ps1	Mus musculus nucleoplasmin 3, pseudogene 1 (Npm3-ps1) on chromosome 6.	0.49	2.83e-06	0.00012	11m	up	late
ILMN_2657175	Anxa2		0.74	2.98e-06	0.00012	11m	up	late
ILMN_2957070	Shc1	Mus musculus src homology 2 domain-containing transforming protein C1 (Shc1), mRNA.	0.38	3.33e-06	0.00013	11m	up	late
ILMN_2659229	Rpl22	Mus musculus ribosomal protein L22 (Rpl22), mRNA.	0.42	3.33e-06	0.00013	11m	up	late
ILMN_1221288	Lgals8	Mus musculus lectin, galactose binding, soluble 8 (Lgals8), mRNA.	0.49	3.41e-06	0.00013	11m	up	late
ILMN_2662508	Faf1	Mus musculus Fas-associated factor 1 (Faf1), mRNA.	0.32	3.55e-06	0.00014	11m	up	late
ILMN_3068754	Akr1a4	Mus musculus aldo-keto reductase family 1, member A4 (aldehyde reductase) (Akr1a4), mRNA.	0.34	3.69e-06	0.00014	11m	up	late
ILMN_2619861	Nipsnap1		0.4	3.71e-06	0.00014	11m	up	late
ILMN_2727921	Tspo	Mus musculus translocator protein (Tspo), mRNA.	0.5	3.69e-06	0.00014	11m	up	late
ILMN_2634083	Cdkn1a	Mus musculus cyclin-dependent kinase inhibitor 1A (P21) (Cdkn1a), mRNA.	1.2	3.51e-06	0.00014	11m	up	late
ILMN_2767596	Sav1		0.42	3.78e-06	0.00015	11m	up	late
ILMN_3134412	Dph3	Mus musculus DPH3 homolog (KTI11, S. cerevisiae) (Dph3), transcript variant 2, mRNA.	0.44	3.9e-06	0.00015	11m	up	late
ILMN_1221719	Bscl2	Mus musculus Bernardinelli-Seip congenital lipodystrophy 2 homolog (human) (Bscl2), mRNA.	0.45	3.81e-06	0.00015	11m	up	late
ILMN_2698282	Fusip1		0.47	4.02e-06	0.00015	11m	up	late
ILMN_1220360	Unc13b		0.52	4.02e-06	0.00015	11m	up	late
ILMN_2717045	Prdx4	Mus musculus peroxiredoxin 4 (Prdx4), mRNA.	0.53	4e-06	0.00015	11m	up	late
ILMN_2946905	Slc25a38	Mus musculus solute carrier family 25, member 38 (Slc25a38), mRNA.	0.46	4.31e-06	0.00016	11m	up	late
ILMN_2867147	Tyrobp	Mus musculus TYRO protein tyrosine kinase binding protein (Tyrobp), mRNA.	0.52	4.2e-06	0.00016	11m	up	late
ILMN_2991660	Mif4gd	Mus musculus MIF4G domain containing (Mif4gd), mRNA.	0.64	4.33e-06	0.00016	11m	up	late
ILMN_2676726	2610300b10rik		0.43	4.45e-06	0.00017	11m	up	late
ILMN_2883414	Cenpl	Mus musculus centromere protein L (Cenpl), mRNA.	0.43	4.48e-06	0.00017	11m	up	late
ILMN_2877069	Tspo	Mus musculus translocator protein (Tspo), mRNA.	0.45	4.41e-06	0.00017	11m	up	late
ILMN_1242377	Ptdsr		0.46	4.42e-06	0.00017	11m	up	late
ILMN_2865939	Ccdc100	Mus musculus coiled-coil domain containing 100 (Ccdc100), mRNA.	0.41	4.95e-06	0.00018	11m	up	late
ILMN_2645439	Bmi1	Mus musculus Bmi1 polycomb ring finger oncogene (Bmi1), mRNA.	0.43	4.95e-06	0.00018	11m	up	late
ILMN_2805624	Aw456874	Mus musculus protein tyrosine phosphatase domain containing 1 (Ptpdc1), mRNA.	0.52	5.52e-06	2e-04	11m	up	late
ILMN_1225374	1110007c02rik		0.4	5.86e-06	0.00021	11m	up	late
ILMN_3162081	Wdr6	Mus musculus WD repeat domain 6 (Wdr6), mRNA.	0.7	5.86e-06	0.00021	11m	up	late
ILMN_2945348	Glrx	Mus musculus glutaredoxin (Glrx), mRNA.	0.5	6.1e-06	0.00022	11m	up	late
ILMN_2753492	Ripk1	Mus musculus receptor (TNFRSF)-interacting serine-threonine kinase 1 (Ripk1), mRNA.	0.34	6.27e-06	0.00023	11m	up	late
ILMN_1219860	Ltk	Mus musculus leukocyte tyrosine kinase (Ltk), transcript variant 4, mRNA.	0.42	6.35e-06	0.00023	11m	up	late
ILMN_2725414	Cd9		0.64	7.3e-06	0.00026	11m	up	late
ILMN_2913166	Serping1	Mus musculus serine (or cysteine) peptidase inhibitor, clade G, member 1 (Serping1), mRNA.	0.79	7.25e-06	0.00026	11m	up	late
ILMN_2732695	Dscr1l2	Mus musculus Down syndrome critical region gene 1-like 2 (Dscr1l2), mRNA.	0.4	7.56e-06	0.00027	11m	up	late
ILMN_3046773	Otud7b	Mus musculus OTU domain containing 7B (Otud7b), transcript variant 1, mRNA.	0.41	7.66e-06	0.00027	11m	up	late
ILMN_2776603	Ccl9		0.51	7.75e-06	0.00027	11m	up	late
ILMN_2619107	Lgals1		0.54	7.77e-06	0.00027	11m	up	late
ILMN_2753109	1110012m11rik	Mus musculus RIKEN cDNA 1110012M11 gene (1110012M11Rik), mRNA.	0.44	7.82e-06	0.00028	11m	up	late
ILMN_2901409	6430550h21rik	Mus musculus RIKEN cDNA 6430550H21 gene (6430550H21Rik), mRNA.	0.54	8.06e-06	0.00028	11m	up	late
ILMN_1216042	Apoe	Mus musculus apolipoprotein E (Apoe), mRNA.	0.62	7.99e-06	0.00028	11m	up	late
ILMN_2715840	C1qg		0.62	8.02e-06	0.00028	11m	up	late
ILMN_1238676	Phr1		0.34	8.48e-06	3e-04	11m	up	late
ILMN_2668927	Apod		0.95	8.49e-06	3e-04	11m	up	late
ILMN_2712066	Pgd		0.48	9.34e-06	0.00032	11m	up	late
ILMN_2690938	Evc2		0.56	9.27e-06	0.00032	11m	up	late
ILMN_2681232	D12ertd647e	Mus musculus DNA segment, Chr 12, ERATO Doi 647, expressed (D12Ertd647e), transcript variant 1, mRNA.	0.58	9.06e-06	0.00032	11m	up	late
ILMN_2768984	Anln	Mus musculus anillin, actin binding protein (scraps homolog, Drosophila) (Anln), mRNA.	0.44	9.47e-06	0.00033	11m	up	late
ILMN_2625377	Rgs1		0.39	1.07e-05	0.00036	11m	up	late
ILMN_2981363	Emilin2	Mus musculus elastin microfibril interfacer 2 (Emilin2), mRNA.	0.42	1.05e-05	0.00036	11m	up	late
ILMN_2659168	Cib2	Mus musculus calcium and integrin binding family member 2 (Cib2), mRNA.	0.65	1.07e-05	0.00036	11m	up	late
ILMN_3052430	Cd63		0.5	1.14e-05	0.00038	11m	up	late
ILMN_3031781	Arid5b	Mus musculus AT rich interactive domain 5B (Mrf1 like) (Arid5b), mRNA.	0.64	1.14e-05	0.00038	11m	up	late
ILMN_2655721	Stat1		0.4	1.15e-05	0.00039	11m	up	late
ILMN_1219568	Pmm2		0.38	1.23e-05	0.00041	11m	up	late
ILMN_2686700	Abca8a		0.58	1.24e-05	0.00042	11m	up	late
ILMN_2930819	Acd	Mus musculus adrenocortical dysplasia (Acd), mRNA.	0.29	1.27e-05	0.00043	11m	up	late
ILMN_3058640	Als2cr4	Mus musculus amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 4 (Als2cr4), transcript variant 2, mRNA. XM_909142 XM_921139 XM_921149 XM_921172 XM_921181	0.39	1.32e-05	0.00044	11m	up	late
ILMN_2740134	Idh3a	Mus musculus isocitrate dehydrogenase 3 (NAD+) alpha (Idh3a), mRNA.	0.4	1.32e-05	0.00044	11m	up	late
ILMN_2421431	Stx12		0.43	1.31e-05	0.00044	11m	up	late
ILMN_1232524	Hist1h4i		0.48	1.4e-05	0.00046	11m	up	late
ILMN_2648445	Slc27a2		0.35	1.43e-05	0.00047	11m	up	late
ILMN_2600565	Maged2	Mus musculus melanoma antigen, family D, 2 (Maged2), mRNA.	0.43	1.42e-05	0.00047	11m	up	late
ILMN_3132186	Pcyt1b	Mus musculus phosphate cytidylyltransferase 1, choline, beta isoform (Pcyt1b), transcript variant 2, mRNA.	0.38	1.55e-05	0.00051	11m	up	late
ILMN_2936671	Skap2	Mus musculus src family associated phosphoprotein 2 (Skap2), mRNA.	0.48	1.59e-05	0.00052	11m	up	late
ILMN_1247036	Ttc3	Mus musculus tetratricopeptide repeat domain 3 (Ttc3), mRNA.	0.43	1.76e-05	0.00057	11m	up	late
ILMN_2834728	Prkcn	Mus musculus protein kinase C, nu (Prkcn), mRNA.	0.36	1.85e-05	0.00059	11m	up	late
ILMN_3001914	Nfkbia	Mus musculus nuclear factor of kappa light chain gene enhancer in B-cells inhibitor, alpha (Nfkbia), mRNA.	0.75	1.85e-05	0.00059	11m	up	late
ILMN_2648200	Itpkc	Mus musculus inositol 1,4,5-trisphosphate 3-kinase C (Itpkc), mRNA.	0.43	1.89e-05	6e-04	11m	up	late
ILMN_1255823	2010110m21rik	Mus musculus HIG1 domain family, member 2A (Higd2a), mRNA.	0.31	2e-05	0.00063	11m	up	late
ILMN_2660028	1700023o11rik	Mus musculus coiled-coil domain containing 101 (Ccdc101), mRNA.	0.45	2.03e-05	0.00064	11m	up	late
ILMN_1242053	Ppp6c		0.38	2.05e-05	0.00065	11m	up	late
ILMN_2772077	Bok		0.81	2.06e-05	0.00065	11m	up	late
ILMN_2615380	A530050d06rik		0.38	2.16e-05	0.00067	11m	up	late
ILMN_2625854	2310016c16rik	Mus musculus RIKEN cDNA 2310016C16 gene (2310016C16Rik), mRNA.	0.48	2.15e-05	0.00067	11m	up	late
ILMN_2664319	Irf3		0.34	2.18e-05	0.00068	11m	up	late
ILMN_3153207	Lamp2	Mus musculus lysosomal-associated membrane protein 2 (Lamp2), transcript variant 1, mRNA.	0.42	2.18e-05	0.00068	11m	up	late
ILMN_2724530	Pmm2		0.47	2.19e-05	0.00068	11m	up	late
ILMN_1224855	Aa175286		0.48	2.21e-05	0.00068	11m	up	late
ILMN_2744587	Cib2	Mus musculus calcium and integrin binding family member 2 (Cib2), mRNA.	0.54	2.17e-05	0.00068	11m	up	late
ILMN_2715546	Gpx3	Mus musculus glutathione peroxidase 3 (Gpx3), mRNA.	0.74	2.18e-05	0.00068	11m	up	late
ILMN_2769918	Timp1		0.39	2.32e-05	0.00071	11m	up	late
ILMN_1245115	B430104h02rik		0.47	2.31e-05	0.00071	11m	up	late
ILMN_1256420	Slc25a38	Mus musculus solute carrier family 25, member 38 (Slc25a38), mRNA.	0.51	2.34e-05	0.00072	11m	up	late
ILMN_2875938	Pccb	Mus musculus propionyl Coenzyme A carboxylase, beta polypeptide (Pccb), mRNA.	0.29	2.39e-05	0.00073	11m	up	late
ILMN_1234702	Gpt2	Mus musculus glutamic pyruvate transaminase (alanine aminotransferase) 2 (Gpt2), mRNA.	0.51	2.38e-05	0.00073	11m	up	late
ILMN_2519677	Triobp		0.39	2.44e-05	0.00074	11m	up	late
ILMN_3020829	Npm3	Mus musculus nucleoplasmin 3 (Npm3), mRNA.	0.42	2.47e-05	0.00075	11m	up	late
ILMN_1237773	Rhou	Mus musculus ras homolog gene family, member U (Rhou), mRNA.	0.76	2.48e-05	0.00075	11m	up	late
ILMN_3162089	Snx4		0.35	2.52e-05	0.00076	11m	up	late
ILMN_2950837	Mfn1	Mus musculus mitofusin 1 (Mfn1), mRNA.	0.39	2.52e-05	0.00076	11m	up	late
ILMN_2723058	Plod3	Mus musculus procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3 (Plod3), mRNA.	0.43	2.52e-05	0.00076	11m	up	late
ILMN_3112873	Txnip	Mus musculus thioredoxin interacting protein (Txnip), transcript variant 1, mRNA.	0.55	2.5e-05	0.00076	11m	up	late
ILMN_2724868	Appbp2		0.29	2.58e-05	0.00077	11m	up	late
ILMN_2721980	Aw551984	Mus musculus expressed sequence AW551984 (AW551984), mRNA.	0.37	2.62e-05	0.00078	11m	up	late
ILMN_2941840	Syap1	Mus musculus synapse associated protein 1 (Syap1), mRNA.	0.38	2.61e-05	0.00078	11m	up	late
ILMN_2641678	Dhrs6	Mus musculus 3-hydroxybutyrate dehydrogenase, type 2 (Bdh2), mRNA.	0.41	2.73e-05	0.00081	11m	up	late
ILMN_1245383	Sec23b		0.5	2.73e-05	0.00081	11m	up	late
ILMN_1247317	Cct3	Mus musculus chaperonin subunit 3 (gamma) (Cct3), mRNA.	0.33	2.76e-05	0.00082	11m	up	late
ILMN_2641229	Cd109	Mus musculus CD109 antigen (Cd109), mRNA.	0.33	2.79e-05	0.00082	11m	up	late
ILMN_1232766	C330023f11rik	Mus musculus saccharopine dehydrogenase (putative) (Sccpdh), mRNA.	0.42	2.86e-05	0.00084	11m	up	late
ILMN_2715558	Arhgap17	Mus musculus Rho GTPase activating protein 17 (Arhgap17), mRNA.	0.43	2.87e-05	0.00084	11m	up	late
ILMN_1239055	Xdh		0.6	2.9e-05	0.00085	11m	up	late
ILMN_2678431	Mns1	Mus musculus meiosis-specific nuclear structural protein 1 (Mns1), mRNA.	0.51	3.04e-05	0.00089	11m	up	late
ILMN_2995426	Rbm43	Mus musculus RNA binding motif protein 43 (Rbm43), mRNA.	0.33	3.2e-05	0.00093	11m	up	late
ILMN_1221007	Prkcn	Mus musculus protein kinase C, nu (Prkcn), mRNA.	0.44	3.18e-05	0.00093	11m	up	late
ILMN_2418324	Usp54		0.48	3.2e-05	0.00093	11m	up	late
ILMN_2614212	Mapkapk2	Mus musculus MAP kinase-activated protein kinase 2 (Mapkapk2), mRNA.	0.52	3.2e-05	0.00093	11m	up	late
ILMN_2935012	Anxa4	Mus musculus annexin A4 (Anxa4), mRNA.	0.33	3.33e-05	0.00096	11m	up	late
ILMN_1230730	Ate1	Mus musculus arginine-tRNA-protein transferase 1 (Ate1), transcript variant 1, mRNA.	0.46	3.34e-05	0.00096	11m	up	late
ILMN_2682279	Gkap1	Mus musculus G kinase anchoring protein 1 (Gkap1), mRNA.	0.49	3.45e-05	0.00099	11m	up	late
ILMN_2602588	Zc3hc1	Mus musculus zinc finger, C3HC type 1 (Zc3hc1), mRNA.	0.36	3.51e-05	0.001	11m	up	late
ILMN_2978009	B3bp	Mus musculus Bcl3 binding protein (B3bp), mRNA.	0.35	3.55e-05	0.00101	11m	up	late
ILMN_1215772	Polr3k	Mus musculus polymerase (RNA) III (DNA directed) polypeptide K (Polr3k), mRNA.	0.36	3.56e-05	0.00101	11m	up	late
ILMN_1227723	0610006k04rik	Mus musculus nudix (nucleoside diphosphate linked moiety X)-type motif 22 (Nudt22), mRNA.	0.49	3.53e-05	0.00101	11m	up	late
ILMN_3127335	Sytl2	Mus musculus synaptotagmin-like 2 (Sytl2), transcript variant 5, mRNA.	0.55	3.54e-05	0.00101	11m	up	late
ILMN_2647921	Kif1b		0.56	3.56e-05	0.00101	11m	up	late
ILMN_1225764	1700018o18rik		0.64	3.56e-05	0.00101	11m	up	late
ILMN_2694917	Sap30	Mus musculus sin3 associated polypeptide (Sap30), mRNA.	0.63	3.65e-05	0.00103	11m	up	late
ILMN_2612350	Stx18		0.39	3.72e-05	0.00104	11m	up	late
ILMN_2991263	Ss18l1	Mus musculus synovial sarcoma translocation gene on chromosome 18-like 1 (Ss18l1), mRNA.	0.42	3.86e-05	0.00108	11m	up	late
ILMN_2692399	Thsd6	Mus musculus ADAMTS-like 5 (Adamtsl5), mRNA.	0.37	3.96e-05	0.0011	11m	up	late
ILMN_2820948	Dbt	Mus musculus dihydrolipoamide branched chain transacylase E2 (Dbt), mRNA.	0.32	3.98e-05	0.00111	11m	up	late
ILMN_2721975	Aw551984	Mus musculus expressed sequence AW551984 (AW551984), mRNA.	0.36	3.98e-05	0.00111	11m	up	late
ILMN_2678336	Ctf1	Mus musculus cardiotrophin 1 (Ctf1), mRNA.	0.36	3.99e-05	0.00111	11m	up	late
ILMN_2870696	Hfe	Mus musculus hemochromatosis (Hfe), mRNA.	0.41	3.99e-05	0.00111	11m	up	late
ILMN_2454880	Zcchc8		0.38	4.12e-05	0.00113	11m	up	late
ILMN_2718815	Faf1	Mus musculus Fas-associated factor 1 (Faf1), mRNA.	0.34	4.14e-05	0.00114	11m	up	late
ILMN_2500276	Ccng1		0.51	4.13e-05	0.00114	11m	up	late
ILMN_2619528	Klhl6	Mus musculus kelch-like 6 (Drosophila) (Klhl6), mRNA.	0.52	4.14e-05	0.00114	11m	up	late
ILMN_2592709	Ifngr2	Mus musculus interferon gamma receptor 2 (Ifngr2), mRNA.	0.43	4.21e-05	0.00115	11m	up	late
